target_id	length	eff_length	est_counts	tpm
ENST00000205948.11	1174	1075	939	20.2547
ENST00000346798.8	3583	3484	22497	149.732
ENST00000378364.8	931	832	750	20.9029
ENST00000326003.7	1464	1365	1845	31.3424
ENST00000652046.1	3696	3597	8169	52.662
ENST00000367721.3	1805	1706	1032	14.0271
ENST00000380913.8	7474	7375	12012	37.7678
ENST00000311813.11	2754	2655	1584	13.8344
ENST00000199280.4	4180	4081	717	4.074
ENST00000297991.6	1825	1726	1738	23.3495
ENST00000383168.9	5158	5059	5178	23.7337
ENST00000293599.7	1449	1350	1269	21.797
ENST00000315520.10	2544	2445	756	7.16987
ENST00000297988.6	3064	2965	3552	27.779
ENST00000219919.9	2849	2750	1866	15.7343
ENST00000374690.9	10667	10568	9008.78	19.767
ENST00000205557.12	5140	5041	34409	158.279
ENST00000377045.9	2378	2279	3915	39.8342
ENST00000264028.5	3994	3895	13764.9	81.9471
ENST00000231524.14	3863	3764	5877	36.2055
ENST00000395748.8	1234	1135	660	13.4839
ENST00000272102.10	1840	1741	447	5.95357
ENST00000256682.9	4041	3942	783	4.60589
ENST00000303436.11	1596	1497	444	6.87749
ENST00000320033.5	1578	1479	507	7.94892
ENST00000000233.10	1032	933	444	11.0349
ENST00000298316.7	3875	3776	429	2.63447
ENST00000368087.8	1447	1348	2379	40.9235
ENST00000261783.4	1911	1812	937.048	11.9915
ENST00000418115.6	1805	1706	1934	26.2873
ENST00000272233.6	2367	2268	492	5.03026
ENST00000339083.12	1117	1018	483	11.0019
ENST00000263895.9	2684	2585	636	5.70512
ENST00000351018.5	1295	1196	477	9.24817
ENST00000311956.9	3395	3296	2310.04	16.2518
ENST00000350060.10	3254	3155	5526	40.6144
ENST00000345122.8	9589	9490	8817	21.5438
ENST00000337414.9	5336	5237	9475	41.9532
ENST00000269321.12	1837	1738	2981	39.7723
ENST00000228945.9	1174	1075	507	10.9362
ENST00000219409.8	964	865	579	15.5214
ENST00000381799.10	4181	4082	477	2.70965
ENST00000261636.13	3197	3098	768	5.74842
ENST00000298231.5	1699	1600	2711	39.2896
ENST00000246747.9	932	833	831	23.1326
ENST00000260746.6	3834	3735	450	2.79377
ENST00000358595.10	4710	4611	76713	385.782
ENST00000403290.6	2787	2688	31435	271.177
ENST00000307959.9	1310	1211	2160	41.3598
ENST00000420843.7	7352	7253	10711	34.2437
ENST00000269260.7	1778	1679	9265	127.957
ENST00000216124.10	4294	4195	3669	20.2808
ENST00000264914.10	4852	4753	8059	39.3171
ENST00000674429.1	6622	6523	3316	11.7879
ENST00000381154.6	5145	5046	7075	32.5123
ENST00000381134.9	2219	2120	10000	109.379
ENST00000381127.6	2165	2066	7122	79.9356
ENST00000250693.2	1315	1216	885	16.8763
ENST00000355810.9	1557	1458	22293	354.552
ENST00000228936.6	5160	5061	1620	7.42245
ENST00000263207.8	4056	3957	37945	222.36
ENST00000637790.2	2779	2680	4077	35.2756
ENST00000266744.4	2481	2382	612.281	5.96043
ENST00000331289.5	1485	1386	483	8.08076
ENST00000269299.8	1310	1211	1437	27.5157
ENST00000691900.1	1448	1349	8784	150.99
ENST00000374954.4	653	554	300	12.5568
ENST00000304874.14	2140	2041	3750	42.6046
ENST00000381241.9	1330	1231	2760	51.99
ENST00000357332.8	1275	1176	948	18.6926
ENST00000394308.8	2385	2286	4449	45.1289
ENST00000263080.3	5422	5323	843.213	3.67324
ENST00000379454.9	5301	5202	160591	715.846
ENST00000352480.10	1532	1433	1140	18.4471
ENST00000361833.7	7138	7039	18348	60.443
ENST00000367698.4	1552	1453	8707	138.954
ENST00000268489.10	15817	15718	55380	81.7004
ENST00000262053.8	2412	2313	5238	52.512
ENST00000341491.9	1940	1841	1422	17.9108
ENST00000674920.3	1419	1320	957	16.8115
ENST00000236959.14	1972	1873	7965	98.609
ENST00000675843.1	12915	12816	44621	80.7337
ENST00000400908.7	8009	7910	7542	22.1095
ENST00000306011.6	2212	2113	966	10.601
ENST00000313115.11	471	372	108	6.73208
ENST00000295598.10	3670	3571	8826	57.3116
ENST00000361216.8	5435	5336	4956.42	21.5388
ENST00000648268.1	3551	3452	11754	78.9557
ENST00000381946.5	4406	4307	6060	32.6262
ENST00000368081.9	3809	3710	6227.58	38.9237
ENST00000367815.9	2216	2117	813	8.90509
ENST00000250111.9	3341	3242	1302	9.3125
ENST00000286371.8	1847	1748	741	9.82981
ENST00000292079.7	589	490	305	14.4335
ENST00000395503.9	3493	3394	8304	56.7341
ENST00000539276.7	8295	8196	14406	40.7577
ENST00000397041.8	4695	4596	42843	216.157
ENST00000428670.8	7062	6963	61477	204.732
ENST00000360273.7	8964	8865	23876	62.4527
ENST00000263519.5	6774	6675	33793	117.393
ENST00000357681.10	8697	8598	10083	27.1932
ENST00000262623.4	3721	3622	3009	19.2638
ENST00000335288.5	1500	1401	777	12.8603
ENST00000398752.11	5761	5662	4473.04	18.319
ENST00000409134.8	4765	4666	4287	21.3048
ENST00000262030.8	1759	1660	1491	20.8275
ENST00000356708.12	1101	1002	2904	67.2044
ENST00000215375.7	995	896	408	10.5589
ENST00000243997.8	3610	3511	57	0.376455
ENST00000369722.8	2628	2529	672	6.16154
ENST00000393366.7	646	547	312	13.2262
ENST00000394349.9	632	533	1442	62.7345
ENST00000284727.9	2587	2488	549	5.11671
ENST00000304312.5	303	204	111	12.6172
ENST00000284971.8	526	427	480	26.0665
ENST00000273398.8	4575	4476	1755	9.09192
ENST00000234396.10	1907	1808	2782	35.6802
ENST00000276390.7	2856	2757	1437	12.0862
ENST00000330398.9	1093	994	369	8.60812
ENST00000518738.2	5635	5536	1050	4.39807
ENST00000253413.10	1333	1234	1590	29.8779
ENST00000472174.7	987	888	1458	38.0726
ENST00000303892.10	1370	1271	531	9.68763
ENST00000343619.9	4106	4007	75897	439.212
ENST00000369762.7	2054	1955	1314	15.5854
ENST00000341514.11	8492	8393	8574	23.6883
ENST00000290299.7	756	657	543	19.1647
ENST00000242839.10	6598	6499	118500	422.805
ENST00000350721.9	8158	8059	64279	184.951
ENST00000373344.11	11165	11066	76939	161.222
ENST00000498729.9	9131	9032	112659	289.235
ENST00000375731.9	1574	1475	12124	190.6
ENST00000377526.4	1458	1359	1134	19.3492
ENST00000380293.3	619	520	396	17.6588
ENST00000299178.4	6222	6123	1158	4.38544
ENST00000367126.5	5026	4927	1176	5.53469
ENST00000646375.2	1825	1726	1848	24.8273
ENST00000301178.9	4717	4618	6927	34.7824
ENST00000292401.9	1181	1082	798	17.1019
ENST00000233997.4	907	808	657	18.8548
ENST00000648006.3	943	844	531	14.5888
ENST00000259407.7	3479	3380	1158	7.94439
ENST00000286800.8	5618	5519	2112	8.87365
ENST00000309032.8	929	830	408	11.3986
ENST00000634734.3	3820	3721	2784	17.3491
ENST00000517894.6	6020	5921	82004	321.15
ENST00000373658.8	5708	5609	118485	489.831
ENST00000370598.6	6090	5991	4470	17.3012
ENST00000374467.4	2170	2071	1217	13.6263
ENST00000382438.6	2259	2160	903	9.69399
ENST00000260947.9	5478	5379	12791	55.1406
ENST00000345358.12	795	696	3551	118.307
ENST00000318312.12	3368	3269	1683	11.9382
ENST00000245157.11	2704	2605	3054	27.185
ENST00000268057.9	2467	2368	7368	72.15
ENST00000261192.12	9314	9215	24679	62.1013
ENST00000316273.11	1563	1464	2844	45.0461
ENST00000264381.8	2405	2306	1710	17.1951
ENST00000269980.7	1742	1643	2475	34.9306
ENST00000320393.9	3668	3569	13047.2	84.7696
ENST00000227507.3	4238	4139	789	4.42028
ENST00000333681.5	6881	6782	2199	7.51858
ENST00000267953.4	780	681	820	27.9213
ENST00000307677.5	2574	2475	1017	9.52828
ENST00000250405.10	3526	3427	2511	16.9903
ENST00000164227.10	1877	1778	3418	44.5768
ENST00000406870.7	3306	3207	3876	28.0255
ENST00000261822.5	3722	3623	1109	7.09793
ENST00000234739.8	6189	6090	4258.52	16.2147
ENST00000053243.6	891	792	456	13.3508
ENST00000251287.3	3420	3321	2571	17.9515
ENST00000249389.3	1106	1007	928.466	21.3799
ENST00000305877.13	6783	6684	7504	26.033
ENST00000359273.8	1427	1328	3306	57.7262
ENST00000392379.6	3527	3428	3924	26.5434
ENST00000216629.11	1301	1202	963	18.5776
ENST00000554311.2	3996	3897	1077	6.40846
ENST00000356660.9	3985	3886	3473	20.7239
ENST00000425368.7	2476	2377	8257	80.5493
ENST00000377873.8	2217	2118	8262	90.454
ENST00000368272.5	506	407	388	22.1058
ENST00000331595.9	2353	2254	1008	10.3699
ENST00000161559.11	3491	3392	8466	57.875
ENST00000274353.10	2470	2371	1135.92	11.1093
ENST00000652176.1	9419	9320	66143	164.565
ENST00000622694.5	2177	2078	1306	14.5736
ENST00000216115.3	951	852	384	10.4511
ENST00000369096.9	5148	5049	17315	79.5217
ENST00000259089.9	2215	2116	13632	149.387
ENST00000355112.8	5240	5141	18510	83.4888
ENST00000261714.11	2307	2208	1269	13.327
ENST00000292174.5	4293	4194	1905	10.5326
ENST00000265523.9	1074	975	792	18.836
ENST00000263368.9	799	700	522	17.2918
ENST00000345382.7	4579	4480	11075	57.3237
ENST00000376663.8	3540	3441	1811	12.204
ENST00000306349.13	2506	2407	2412.58	23.2421
ENST00000306385.10	3593	3494	2543.42	16.8796
ENST00000378827.5	3545	3446	1092	7.34811
ENST00000282701.4	6087	5988	2541	9.83992
ENST00000245451.9	1931	1832	3336	42.2249
ENST00000370830.4	3970	3871	4935	29.5619
ENST00000283147.7	3784	3685	1443	9.08024
ENST00000395863.8	4021	3922	1197.04	7.07735
ENST00000372827.8	4826	4727	6932.21	34.0059
ENST00000372037.8	6417	6318	8647.04	31.7363
ENST00000515059.6	5580	5481	2907	12.2985
ENST00000374580.10	12068	11969	6033	11.6881
ENST00000348343.11	2543	2444	5190	49.2419
ENST00000306433.9	5336	5237	1098	4.8617
ENST00000351486.10	1168	1069	4152	90.0634
ENST00000607373.6	6111	6012	5262	20.2955
ENST00000368636.9	1542	1443	486	7.80977
ENST00000380629.7	3452	3353	1002	6.92951
ENST00000318407.5	2626	2527	1101	10.103
ENST00000370765.11	8971	8872	8811.8	23.0309
ENST00000680361.1	24709	24610	188865	177.954
ENST00000648323.1	2914	2815	1032	8.501
ENST00000344924.8	1711	1612	681	9.79604
ENST00000380379.10	1909	1810	2925	37.4728
ENST00000642449.2	1841	1742	5205	69.2853
ENST00000357654.9	7088	6989	566931	1880.98
ENST00000644969.2	9807	9708	5510.62	13.1625
ENST00000646891.2	6459	6360	33831.4	123.348
ENST00000380152.8	11954	11855	39304.9	76.8801
ENST00000399546.7	3310	3211	10635	76.8008
ENST00000439696.3	3017	2918	2034	16.1635
ENST00000282388.4	3693	3594	1386	8.94239
ENST00000370648.4	2773	2674	1101	9.54761
ENST00000333511.9	1946	1847	2202	27.6452
ENST00000265016.9	1979	1880	6294	77.6314
ENST00000252593.7	1001	902	444	11.4142
ENST00000395743.8	2653	2554	862	7.82627
ENST00000643237.3	9964	9865	4928.05	11.5837
ENST00000377126.4	5201	5102	636	2.89058
ENST00000377687.6	3349	3250	3330	23.7591
ENST00000380591.8	1276	1177	1710	33.689
ENST00000256015.5	4629	4530	417	2.13455
ENST00000308731.8	2575	2476	5217	48.8583
ENST00000684113.1	2945	2846	1482	12.0749
ENST00000302759.11	3762	3663	11700	74.0658
ENST00000287598.11	3669	3570	3054	19.8367
ENST00000230340.9	1718	1619	2184	31.2805
ENST00000337554.8	836	737	411	12.9313
ENST00000225698.8	1169	1070	750	16.2535
ENST00000278407.9	1830	1731	1404	18.8078
ENST00000374642.8	1091	992	639	14.9368
ENST00000509305.6	1098	999	1320	30.6392
ENST00000374640.9	1158	1059	1011	22.1373
ENST00000647956.2	2488	2389	4080	39.6016
ENST00000360817.10	2682	2583	3435	30.8369
ENST00000299367.10	2610	2511	20030	184.971
ENST00000245907.11	5231	5132	4893	22.1084
ENST00000307637.5	3434	3335	1350	9.38656
ENST00000428956.7	5427	5328	18639.7	81.1229
ENST00000435363.7	5427	5328	17320	75.3794
ENST00000367070.8	2272	2173	1695	18.0875
ENST00000367078.8	960	861	1693	45.5955
ENST00000648180.1	4367	4268	9238	50.1906
ENST00000223642.3	5464	5365	12400	53.5945
ENST00000355085.4	2324	2225	1975	20.5829
ENST00000337836.10	3691	3592	16164	104.347
ENST00000313164.10	5716	5617	2433.89	10.0477
ENST00000361249.4	2367	2268	3732	38.1564
ENST00000371237.9	2040	1941	5550	66.3034
ENST00000371634.7	881	782	936	27.7548
ENST00000451899.7	4230	4131	3990	22.3968
ENST00000263408.5	2770	2671	1581	13.7254
ENST00000279281.8	2661	2562	2250	20.3644
ENST00000279242.7	2026	1927	402	4.83741
ENST00000310597.6	1299	1200	1113	21.5071
ENST00000358117.10	2562	2463	2699	25.4101
ENST00000278836.10	5940	5841	75432	299.459
ENST00000537328.6	578	479	141	6.82578
ENST00000257215.10	5799	5700	7459	30.3441
ENST00000331495.8	4003	3904	6420	38.1324
ENST00000359446.11	8710	8611	6093	16.4076
ENST00000330938.8	2600	2501	774	7.17622
ENST00000339818.9	2221	2122	6547	71.5427
ENST00000542230.7	2332	2233	1005.73	10.4439
ENST00000443721.2	3436	3337	882	6.12888
ENST00000523022.6	1830	1731	1524	20.4153
ENST00000285379.10	1562	1463	1065	16.8801
ENST00000285381.3	1721	1622	684	9.77853
ENST00000300900.9	1123	1024	2332	52.8077
ENST00000649794.3	1113	1014	2654	60.692
ENST00000377443.7	1334	1235	4348	81.6378
ENST00000338437.7	1518	1419	1224	20.0017
ENST00000317995.5	5735	5636	2145	8.82521
ENST00000378357.9	1546	1447	2865	45.9118
ENST00000084798.9	1715	1616	888	12.7421
ENST00000178638.8	6098	5999	2652	10.2509
ENST00000360228.11	8647	8548	22242.2	60.3367
ENST00000638009.2	8645	8546	12706.3	34.4766
ENST00000371372.6	9792	9693	13536	32.3818
ENST00000399603.6	13744	13645	125332	212.988
ENST00000399655.6	13744	13645	230254	391.294
ENST00000288139.11	9429	9330	98544.4	244.917
ENST00000350061.11	9369	9270	38194.6	95.5411
ENST00000367573.7	16420	16321	86962	123.552
ENST00000323022.10	6006	5907	25883	101.605
ENST00000362061.4	6028	5929	10989	42.9779
ENST00000376568.8	3836	3737	84910	526.871
ENST00000356860.8	7542	7443	46658	145.361
ENST00000394303.8	3711	3612	12765	81.9486
ENST00000324631.13	6129	6030	19460.9	74.8366
ENST00000377329.10	5872	5773	4628.11	18.5896
ENST00000301050.7	2931	2832	6799	55.6699
ENST00000539935.7	7944	7845	19599	57.9308
ENST00000226021.5	1302	1203	570	10.987
ENST00000319017.5	1778	1679	807	11.1453
ENST00000264705.9	7286	7187	26024	83.9644
ENST00000265431.7	2533	2434	1299	12.3753
ENST00000302628.9	1454	1355	1197	20.4844
ENST00000380200.3	455	356	141	9.18412
ENST00000331587.9	840	741	511	15.9908
ENST00000324229.11	1044	945	376	9.22624
ENST00000426151.7	3572	3473	2691	17.9671
ENST00000361675.7	5011	4912	45729	215.875
ENST00000356978.9	4203	4104	948	5.35636
ENST00000272298.12	1210	1111	1084	22.6247
ENST00000291295.14	2184	2085	594	6.60616
ENST00000315238.3	1811	1712	351	4.75414
ENST00000316448.10	1901	1802	1155	14.8626
ENST00000249364.9	5266	5167	3726.53	16.7238
ENST00000282356.9	11942	11843	2055	4.02364
ENST00000671881.1	4837	4738	4047	19.8065
ENST00000395749.7	4545	4446	55846	291.267
ENST00000511664.6	5785	5686	68490	279.312
ENST00000423381.6	3878	3779	77564	475.94
ENST00000297156.4	2171	2072	1518	16.9883
ENST00000652295.2	591	492	414	19.5121
ENST00000247461.9	4915	4816	13369	64.3696
ENST00000263867.9	1250	1151	3624	73.0098
ENST00000279247.11	2952	2853	2046	16.6292
ENST00000295006.6	3366	3267	5019	35.6235
ENST00000397163.8	3315	3216	8010	57.7544
ENST00000246533.8	1428	1329	2334	40.7234
ENST00000324068.2	3532	3433	1827	12.3405
ENST00000588776.8	1537	1438	861	13.8839
ENST00000263168.4	2358	2259	2082	21.3714
ENST00000361183.8	5068	4969	765.867	3.57399
ENST00000675179.1	4490	4391	44694	236.023
