risk_level	doi	pmcid	title	year	journal	n_citations	rationale	verified_policy	combo	bio_HLA	bio_MHC	bio_pseudogene	bio_cancer	bio_DE_signature	bio_classify_patient	bio_immune_evasion	bio_immunotherapy	bio_AMP	bio_multimapper_note	likely_scrna	likely_bulk	github_links
MEDIUM	10.1038/s41598-024-75750-1		The expression of CCL17 and potential prognostic value on tumor immunity in thyroid carcinoma based on bioinformatics analysis	2024	Scientific Reports	3	HLA/MHC or pseudogene mentioned + DE signature used + cancer context; cancer-specific pseudogene derepression changes multimapping landscape between tumor and normal → differential bias not cancelled by DE.			False	True	False	True	True	False	False	False	False	False	False	False	
MEDIUM	10.1038/s41598-025-03132-2		The 3D genome of plasma cells in multiple myeloma	2025	Scientific Reports	3	HLA/MHC in DE analysis; patient-level classification not detected, but HLA DE results may still be affected by multimapper handling.			False	True	False	False	True	False	False	False	False	False	False	False	
MEDIUM	10.1038/s41598-025-02494-x		In silico evaluation of the immunogenic profile of lung cancers with SMARCA4 genetic alterations	2025	Scientific Reports	2	HLA/MHC or pseudogene mentioned + DE signature used + cancer context; cancer-specific pseudogene derepression changes multimapping landscape between tumor and normal → differential bias not cancelled by DE.			False	True	False	True	True	False	False	True	False	False	False	False	
MEDIUM	10.1038/s41467-026-69680-x		Phenotype of circulating tumor-reactive T cells predicts immune checkpoint inhibitor response in non-small cell lung cancer	2026	Nature Communications	1	HLA/MHC or pseudogene mentioned + DE signature used + cancer context; cancer-specific pseudogene derepression changes multimapping landscape between tumor and normal → differential bias not cancelled by DE.			True	False	False	True	True	False	False	True	False	False	False	False	
MEDIUM	10.1038/s41598-025-12103-6		Impact of the PD-1/PD-L1 inhibitor SCL-1 on MDA-MB231 tumor growth in a humanized MHC-double knockout NOG mouse model	2025	Scientific Reports	1	HLA/MHC or pseudogene mentioned + DE signature used + cancer context; cancer-specific pseudogene derepression changes multimapping landscape between tumor and normal → differential bias not cancelled by DE.			True	True	False	True	True	False	False	True	False	False	False	False	
MEDIUM	10.1038/s41598-025-01538-6		Single-cell RNA sequencing reveals immunological link between house dust mite allergy and childhood asthma	2025	Scientific Reports	1	HLA/MHC in DE analysis; patient-level classification not detected, but HLA DE results may still be affected by multimapper handling.			True	True	False	False	True	False	False	False	False	False	True	False	
MEDIUM	10.1200/jco.2026.44.16_suppl.e12540		Denosumab as an immune modulator: Results of a window-of-opportunity study in early breast cancer.	2026	Journal of Clinical Oncology	0	HLA/MHC or pseudogene mentioned + DE signature used + cancer context; cancer-specific pseudogene derepression changes multimapping landscape between tumor and normal → differential bias not cancelled by DE.			True	False	False	True	True	False	False	False	False	False	False	False	
MEDIUM	10.1200/jco.2026.44.16_suppl.9511		Immunologic determinants in procured melanoma tissue as drivers of durable response to tumor-infiltrating lymphocyte therapy.	2026	Journal of Clinical Oncology	0	HLA/MHC or pseudogene mentioned + DE signature used + cancer context; cancer-specific pseudogene derepression changes multimapping landscape between tumor and normal → differential bias not cancelled by DE.			False	True	False	True	True	False	False	False	False	False	False	False	
MEDIUM	10.1038/s41598-026-35271-5		Deubiquitination-related genes define immune subtypes of colorectal cancer and are associated with prognosis and immunotherapy-related signatures	2026	Scientific Reports	0	HLA/MHC or pseudogene mentioned + DE signature used + cancer context; cancer-specific pseudogene derepression changes multimapping landscape between tumor and normal → differential bias not cancelled by DE.			True	False	False	True	True	True	False	True	False	False	False	False	
MEDIUM	10.1038/s41598-025-33656-6		Single-cell and multi-omic characterization of ex vivo expanded ASTRLs from stable kidney transplant recipients reveals a regulatory T cell phenotype	2026	Scientific Reports	0	HLA/MHC in DE analysis; patient-level classification not detected, but HLA DE results may still be affected by multimapper handling.			True	False	False	False	True	False	False	False	False	False	False	False	
MEDIUM	10.1038/s41598-026-41037-w		Integrated multi-omics analysis combined with clinical validation reveals that HLA-DRB5 and ODAPH are causal risk genes for keratoconus	2026	Scientific Reports	0	HLA/MHC in DE analysis; patient-level classification not detected, but HLA DE results may still be affected by multimapper handling.			True	False	False	False	True	False	False	False	False	False	False	False	
MEDIUM	10.1038/s41598-026-52134-1		Integrative analysis of single-cell and transcriptomic data with RT-qPCR validation explores TRPM4-associated gene signatures in osteoarthritis synovium	2026	Scientific Reports	0	HLA/MHC in DE analysis; patient-level classification not detected, but HLA DE results may still be affected by multimapper handling.			True	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-21246-9		Inference and analysis of cell-cell communication using CellChat	2021	Nature Communications	8223				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa407		TIMER2.0 for analysis of tumor-infiltrating immune cells	2020	Nucleic Acids Research	5656				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-020-16164-1		Single-cell RNA sequencing demonstrates the molecular and cellular reprogramming of metastatic lung adenocarcinoma	2020	Nature Communications	1332				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac947		CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data	2022	Nucleic Acids Research	1224				False	False	True	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa1020		TISCH: a comprehensive web resource enabling interactive single-cell transcriptome visualization of tumor microenvironment	2020	Nucleic Acids Research	1151				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-022-32552-1		A new gene set identifies senescent cells and predicts senescence-associated pathways across tissues	2022	Nature Communications	960				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-29366-6		Single-cell and spatial analysis reveal interaction of FAP+ fibroblasts and SPP1+ macrophages in colorectal cancer	2022	Nature Communications	925				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41598-023-50600-8		Discovering biomarkers associated and predicting cardiovascular disease with high accuracy using a novel nexus of machine learning techniques for precision medicine	2024	Scientific Reports	828				False	False	False	False	False	True	False	False	False	False	False	False	
NONE	10.1093/nar/gkab1083		MODOMICS: a database of RNA modification pathways. 2021 update	2021	Nucleic Acids Research	819				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-22801-0		Single-cell profiling of tumor heterogeneity and the microenvironment in advanced non-small cell lung cancer	2021	Nature Communications	799				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-28803-w		Fully-automated and ultra-fast cell-type identification using specific marker combinations from single-cell transcriptomic data	2022	Nature Communications	783				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-19737-2		Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer’s disease	2020	Nature Communications	764				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-15647-5		Collagen-producing lung cell atlas identifies multiple subsets with distinct localization and relevance to fibrosis	2020	Nature Communications	754				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab043		SPOTlight: seeded NMF regression to deconvolute spatial transcriptomics spots with single-cell transcriptomes	2021	Nucleic Acids Research	753				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-18916-5		Single-cell RNA sequencing highlights the role of inflammatory cancer-associated fibroblasts in bladder urothelial carcinoma	2020	Nature Communications	750				False	True	False	True	False	False	True	False	False	False	False	False	
NONE	10.1038/s41467-020-17358-3		Alveolar regeneration through a Krt8+ transitional stem cell state that persists in human lung fibrosis	2020	Nature Communications	743				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-43458-x		High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis	2023	Nature Communications	718				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac1071		GENCODE: reference annotation for the human and mouse genomes in 2023	2022	Nucleic Acids Research	640				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41588-021-00945-5		An open approach to systematically prioritize causal variants and genes at all published human GWAS trait-associated loci	2021	Nature Genetics	629				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-020-1950-6		Decontamination of ambient RNA in single-cell RNA-seq with DecontX	2020	Genome Biology	625				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac959		TISCH2: expanded datasets and new tools for single-cell transcriptome analyses of the tumor microenvironment	2022	Nucleic Acids Research	617				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-17186-5		Single-cell RNA-seq reveals that glioblastoma recapitulates a normal neurodevelopmental hierarchy	2020	Nature Communications	594				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-23324-4		Interpretation of T cell states from single-cell transcriptomics data using reference atlases	2021	Nature Communications	579				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab418		GEPIA2021: integrating multiple deconvolution-based analysis into GEPIA	2021	Nucleic Acids Research	561				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-14396-9		Sexual-dimorphism in human immune system aging	2020	Nature Communications	543				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab378		A comprehensive review of m6A/m6Am RNA methyltransferase structures	2021	Nucleic Acids Research	536				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41588-019-0557-x		Comprehensive molecular characterization of mitochondrial genomes in human cancers	2020	Nature Genetics	513				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.72129		Standardizing workflows in imaging transcriptomics with the abagen toolbox	2021	eLife	497				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-21407-w		Single-cell RNA sequencing reveals functional heterogeneity of glioma-associated brain macrophages	2021	Nature Communications	496				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-25329-5		Self-assembling human heart organoids for the modeling of cardiac development and congenital heart disease	2021	Nature Communications	481				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1371/journal.pcbi.1009730		Improved transcriptome assembly using a hybrid of long and short reads with StringTie	2022	PLoS Computational Biology	479				False	False	False	False	False	False	False	False	False	False	False	True	github.com/gpertea/stringtie
NONE	10.1038/s41467-019-14256-1		Single-cell analysis reveals new evolutionary complexity in uveal melanoma	2020	Nature Communications	478				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-021-22368-w		Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney	2021	Nature Communications	474				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-24110-y		Single-cell RNA-seq reveals fibroblast heterogeneity and increased mesenchymal fibroblasts in human fibrotic skin diseases	2021	Nature Communications	462				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-019-13869-w		Transcriptomic profiling of skeletal muscle adaptations to exercise and inactivity	2020	Nature Communications	451				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41588-022-01100-4		Single-cell and bulk transcriptome sequencing identifies two epithelial tumor cell states and refines the consensus molecular classification of colorectal cancer	2022	Nature Genetics	439				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41592-022-01728-4		Screening cell–cell communication in spatial transcriptomics via collective optimal transport	2023	Nature Methods	436				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-27393-3		RNA modifications detection by comparative Nanopore direct RNA sequencing	2021	Nature Communications	420				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-25453-2		Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice	2021	Nature Communications	419				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-16074-2		Increased mitochondrial calcium levels associated with neuronal death in a mouse model of Alzheimer’s disease	2020	Nature Communications	412				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41587-022-01219-z		Functional, metabolic and transcriptional maturation of human pancreatic islets derived from stem cells	2022	Nature Biotechnology	411				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-23111-1		Transcriptional signature in microglia associated with Aβ plaque phagocytosis	2021	Nature Communications	404				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41588-019-0558-9		The landscape of viral associations in human cancers	2020	Nature Genetics	403				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-27801-8		Single cell transcriptomic landscape of diabetic foot ulcers	2022	Nature Communications	403				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-67730-y		Synovial cell cross-talk with cartilage plays a major role in the pathogenesis of osteoarthritis	2020	Scientific Reports	403				True	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-25539-x		Dissecting esophageal squamous-cell carcinoma ecosystem by single-cell transcriptomic analysis	2021	Nature Communications	384				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-019-14263-2		Macrophages directly contribute collagen to scar formation during zebrafish heart regeneration and mouse heart repair	2020	Nature Communications	381				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-22465-w		An integrated multi-omics analysis identifies prognostic molecular subtypes of non-muscle-invasive bladder cancer	2021	Nature Communications	379				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-28776-w		Combinatorial optimization of mRNA structure, stability, and translation for RNA-based therapeutics	2022	Nature Communications	378				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-019-14134-w		Cancer-associated fibroblast heterogeneity in axillary lymph nodes drives metastases in breast cancer through complementary mechanisms	2020	Nature Communications	377				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-14936-3		Single-cell analysis of human ovarian cortex identifies distinct cell populations but no oogonial stem cells	2020	Nature Communications	377				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-19264-0		APOE4 exacerbates synapse loss and neurodegeneration in Alzheimer’s disease patient iPSC-derived cerebral organoids	2020	Nature Communications	373				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab957		webTWAS: a resource for disease candidate susceptibility genes identified by transcriptome-wide association study	2021	Nucleic Acids Research	366				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-14457-z		Single-cell RNA-sequencing of differentiating iPS cells reveals dynamic genetic effects on gene expression	2020	Nature Communications	364				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-023-39762-1		Cancer-associated fibroblast classification in single-cell and spatial proteomics data	2023	Nature Communications	364				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41587-023-01676-0		High-plex protein and whole transcriptome co-mapping at cellular resolution with spatial CITE-seq	2023	Nature Biotechnology	363				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-16199-4		Targeting lysyl oxidase (LOX) overcomes chemotherapy resistance in triple negative breast cancer	2020	Nature Communications	362				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-019-14050-z		Intratumoral heterogeneity and clonal evolution in liver cancer	2020	Nature Communications	356				False	False	False	True	True	True	False	False	False	False	False	False	
NONE	10.1093/bioinformatics/btac582		<i>propeller:</i> testing for differences in cell type proportions in single cell data	2022	Bioinformatics	356				False	False	False	False	False	False	False	False	False	False	False	False	github.com/phipsonlab/speckle
NONE	10.1038/s41467-020-17876-0		A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders	2020	Nature Communications	354				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-19227-5		Gene expression and functional deficits underlie TREM2-knockout microglia responses in human models of Alzheimer’s disease	2020	Nature Communications	352				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa1046		NONCODEV6: an updated database dedicated to long non-coding RNA annotation in both animals and plants	2020	Nucleic Acids Research	344				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-022-28523-1		T-cell dysfunction in the glioblastoma microenvironment is mediated by myeloid cells releasing interleukin-10	2022	Nature Communications	339				False	False	False	True	False	False	True	True	False	False	False	False	
NONE	10.1038/s41598-019-57110-6		Single-cell transcriptional profiles in human skeletal muscle	2020	Scientific Reports	339				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.7554/elife.61277		Neuronal timescales are functionally dynamic and shaped by cortical microarchitecture	2020	eLife	336				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-24010-1		Single-cell RNA sequencing shows the immunosuppressive landscape and tumor heterogeneity of HBV-associated hepatocellular carcinoma	2021	Nature Communications	336				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-22973-9		The neutrotime transcriptional signature defines a single continuum of neutrophils across biological compartments	2021	Nature Communications	335				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa1006		Lnc2Cancer 3.0: an updated resource for experimentally supported lncRNA/circRNA cancer associations and web tools based on RNA-seq and scRNA-seq data	2020	Nucleic Acids Research	335				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-020-02252-4		Exploiting the GTEx resources to decipher the mechanisms at GWAS loci	2021	Genome Biology	334				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-14968-9		Integrated proteogenomic deep sequencing and analytics accurately identify non-canonical peptides in tumor immunopeptidomes	2020	Nature Communications	330				True	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-020-17051-5		Transcriptomic and cellular decoding of regional brain vulnerability to neurogenetic disorders	2020	Nature Communications	330				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkab970		OncoDB: an interactive online database for analysis of gene expression and viral infection in cancer	2021	Nucleic Acids Research	327				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41588-022-01088-x		Single-cell analyses define a continuum of cell state and composition changes in the malignant transformation of polyps to colorectal cancer	2022	Nature Genetics	324				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkad841		Expanding the coverage of regulons from high-confidence prior knowledge for accurate estimation of transcription factor activities	2023	Nucleic Acids Research	320				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkac901		DeepST: identifying spatial domains in spatial transcriptomics by deep learning	2022	Nucleic Acids Research	319				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-021-02362-7		SpatialDWLS: accurate deconvolution of spatial transcriptomic data	2021	Genome Biology	318				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa792		Hybridization-based <i>in situ</i> sequencing (HybISS) for spatially resolved transcriptomics in human and mouse brain tissue	2020	Nucleic Acids Research	316				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.52504		Derivation of trophoblast stem cells from naïve human pluripotent stem cells	2020	eLife	315				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-022-02648-4		Exaggerated false positives by popular differential expression methods when analyzing human population samples	2022	Genome Biology	314				False	False	False	False	True	False	False	False	False	False	False	True	
NONE	10.1038/s41388-022-02537-x		CST1 inhibits ferroptosis and promotes gastric cancer metastasis by regulating GPX4 protein stability via OTUB1	2022	Oncogene	314				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa620		Decoding the epitranscriptional landscape from native RNA sequences	2020	Nucleic Acids Research	312				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkae1078		GENCODE 2025: reference gene annotation for human and mouse	2024	Nucleic Acids Research	311				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-15155-6		An organoid biobank for childhood kidney cancers that captures disease and tissue heterogeneity	2020	Nature Communications	308				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-15543-y		Single-cell transcriptomics identifies an effectorness gradient shaping the response of CD4+ T cells to cytokines	2020	Nature Communications	308				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-19414-4		Single-cell analysis of developing and azoospermia human testicles reveals central role of Sertoli cells	2020	Nature Communications	305				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41590-021-01121-x		The immunoregulatory landscape of human tuberculosis granulomas	2022	Nature Immunology	303				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-15726-7		Transcriptional downregulation of MHC class I and melanoma de- differentiation in resistance to PD-1 inhibition	2020	Nature Communications	301				False	True	False	True	False	False	True	True	False	False	False	False	
NONE	10.1038/s41467-021-21943-5		Cortical structural differences in major depressive disorder correlate with cell type-specific transcriptional signatures	2021	Nature Communications	300				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1093/nar/gkaa609		HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets	2020	Nucleic Acids Research	299				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41590-023-01490-5		Neutrophils and emergency granulopoiesis drive immune suppression and an extreme response endotype during sepsis	2023	Nature Immunology	295				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41598-020-66092-9		Cell Atlas of The Human Fovea and Peripheral Retina	2020	Scientific Reports	295				False	False	False	False	True	False	False	False	False	False	False	False	
NONE	10.1038/s41590-022-01215-0		Single-cell RNA sequencing reveals evolution of immune landscape during glioblastoma progression	2022	Nature Immunology	294				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-27619-4		Investigating immune and non-immune cell interactions in head and neck tumors by single-cell RNA sequencing	2021	Nature Communications	291				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41588-022-01157-1		Spatially restricted drivers and transitional cell populations cooperate with the microenvironment in untreated and chemo-resistant pancreatic cancer	2022	Nature Genetics	286				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-21879-w		DeepTCR is a deep learning framework for revealing sequence concepts within T-cell repertoires	2021	Nature Communications	286				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-024-45044-1		Mitophagy curtails cytosolic mtDNA-dependent activation of cGAS/STING inflammation during aging	2024	Nature Communications	284				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1186/s13059-021-02533-6		recount3: summaries and queries for large-scale RNA-seq expression and splicing	2021	Genome Biology	283				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-15342-5		Colonic microbiota is associated with inflammation and host epigenomic alterations in inflammatory bowel disease	2020	Nature Communications	283				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-26614-z		Spatially resolved transcriptomics reveals the architecture of the tumor-microenvironment interface	2021	Nature Communications	282				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-17873-3		HIF-1α and HIF-2α differently regulate tumour development and inflammation of clear cell renal cell carcinoma in mice	2020	Nature Communications	280				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-26343-3		Single-cell transcriptomic analysis of the tumor ecosystems underlying initiation and progression of papillary thyroid carcinoma	2021	Nature Communications	280				False	False	False	True	False	False	False	True	False	False	False	False	
NONE	10.1038/s41467-023-40156-6		Macrophage and neutrophil heterogeneity at single-cell spatial resolution in human inflammatory bowel disease	2023	Nature Communications	280				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-27322-4		Single-cell analysis of human primary prostate cancer reveals the heterogeneity of tumor-associated epithelial cell states	2022	Nature Communications	276				False	False	False	True	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.58716		Does the human placenta express the canonical cell entry mediators for SARS-CoV-2?	2020	eLife	275				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-020-18854-2		Two distinct immunopathological profiles in autopsy lungs of COVID-19	2020	Nature Communications	275				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.7554/elife.63632		Simultaneous trimodal single-cell measurement of transcripts, epitopes, and chromatin accessibility using TEA-seq	2021	eLife	272				False	False	False	False	False	False	False	False	False	False	False	False	
NONE	10.1038/s41467-021-27604-x		Vascular and blood-brain barrier-related changes underlie stress responses and resilience in female mice and depression in human tissue	2022	Nature Communications	272				False	False	False	False	False	False	False	False	False	False	False	False	
