target_id	length	eff_length	est_counts	tpm
ENST00000380293.3	619	420	420	51.5777
ENST00000299178.4	6222	6023	6023	51.5777
ENST00000367126.5	5026	4827	4827	51.5777
ENST00000646375.2	1825	1626	1626	51.5777
ENST00000301178.9	4717	4518	4518	51.5777
ENST00000292401.9	1181	982	982	51.5777
ENST00000233997.4	907	708	708	51.5777
ENST00000648006.3	943	744	744	51.5777
ENST00000259407.7	3479	3280	3280	51.5777
ENST00000286800.8	5618	5419	5419	51.5777
ENST00000309032.8	929	730	730	51.5777
ENST00000634734.3	3820	3621	3621	51.5777
ENST00000517894.6	6020	5821	5821	51.5777
ENST00000373658.8	5708	5509	5509	51.5777
ENST00000370598.6	6090	5891	5891	51.5777
ENST00000374467.4	2170	1971	1971	51.5777
ENST00000382438.6	2259	2060	2060	51.5777
ENST00000260947.9	5478	5279	5279	51.5777
ENST00000345358.12	795	596	596	51.5777
ENST00000318312.12	3368	3169	3169	51.5777
ENST00000245157.11	2704	2505	2505	51.5777
ENST00000268057.9	2467	2268	2268	51.5777
ENST00000261192.12	9314	9115	9115	51.5777
ENST00000316273.11	1563	1364	1364	51.5777
ENST00000264381.8	2405	2206	2206	51.5777
ENST00000269980.7	1742	1543	1543	51.5777
ENST00000320393.9	3668	3469	3469	51.5777
ENST00000227507.3	4238	4039	4039	51.5777
ENST00000333681.5	6881	6682	6682	51.5777
ENST00000267953.4	780	581	581	51.5777
ENST00000307677.5	2574	2375	2375	51.5777
ENST00000250405.10	3526	3327	3327	51.5777
ENST00000164227.10	1877	1678	1678	51.5777
ENST00000406870.7	3306	3107	3107	51.5777
ENST00000261822.5	3722	3523	3523	51.5777
ENST00000234739.8	6189	5990	5990	51.5777
ENST00000053243.6	891	692	692	51.5777
ENST00000251287.3	3420	3221	3221	51.5777
ENST00000249389.3	1106	907	907	51.5777
ENST00000305877.13	6783	6584	6584	51.5777
ENST00000359273.8	1427	1228	1228	51.5777
ENST00000392379.6	3527	3328	3328	51.5777
ENST00000216629.11	1301	1102	1102	51.5777
ENST00000554311.2	3996	3797	3797	51.5777
ENST00000356660.9	3985	3786	3786	51.5777
ENST00000425368.7	2476	2277	2277	51.5777
ENST00000377873.8	2217	2018	2018	51.5777
ENST00000368272.5	506	307	307	51.5777
ENST00000331595.9	2353	2154	2154	51.5777
ENST00000161559.11	3491	3292	3292	51.5777
ENST00000274353.10	2470	2271	2271	51.5777
ENST00000652176.1	9419	9220	9220	51.5777
ENST00000622694.5	2177	1978	1978	51.5777
ENST00000216115.3	951	752	752	51.5777
ENST00000369096.9	5148	4949	4949	51.5777
ENST00000259089.9	2215	2016	2016	51.5777
ENST00000355112.8	5240	5041	5041	51.5777
ENST00000261714.11	2307	2108	2108	51.5777
ENST00000292174.5	4293	4094	4094	51.5777
ENST00000265523.9	1074	875	875	51.5777
ENST00000263368.9	799	600	600	51.5777
ENST00000345382.7	4579	4380	4380	51.5777
ENST00000376663.8	3540	3341	3341	51.5777
ENST00000306349.13	2506	2307	2307	51.5777
ENST00000306385.10	3593	3394	3394	51.5777
ENST00000378827.5	3545	3346	3346	51.5777
ENST00000282701.4	6087	5888	5888	51.5777
ENST00000245451.9	1931	1732	1732	51.5777
ENST00000370830.4	3970	3771	3771	51.5777
ENST00000283147.7	3784	3585	3585	51.5777
ENST00000395863.8	4021	3822	3822	51.5777
ENST00000372827.8	4826	4627	4627	51.5777
ENST00000372037.8	6417	6218	6218	51.5777
ENST00000515059.6	5580	5381	5381	51.5777
ENST00000374580.10	12068	11869	11869	51.5777
ENST00000348343.11	2543	2344	2344	51.5777
ENST00000306433.9	5336	5137	5137	51.5777
ENST00000351486.10	1168	969	969	51.5777
ENST00000607373.6	6111	5912	5912	51.5777
ENST00000368636.9	1542	1343	1343	51.5777
ENST00000380629.7	3452	3253	3253	51.5777
ENST00000318407.5	2626	2427	2427	51.5777
ENST00000370765.11	8971	8772	8772	51.5777
ENST00000680361.1	24709	24510	24510	51.5777
ENST00000648323.1	2914	2715	2715	51.5777
ENST00000344924.8	1711	1512	1512	51.5777
ENST00000380379.10	1909	1710	1710	51.5777
ENST00000642449.2	1841	1642	1642	51.5777
ENST00000357654.9	7088	6889	6889	51.5777
ENST00000644969.2	9807	9608	9608	51.5777
ENST00000646891.2	6459	6260	6260	51.5777
ENST00000380152.8	11954	11755	11755	51.5777
ENST00000399546.7	3310	3111	3111	51.5777
ENST00000439696.3	3017	2818	2818	51.5777
ENST00000282388.4	3693	3494	3494	51.5777
ENST00000370648.4	2773	2574	2574	51.5777
ENST00000333511.9	1946	1747	1747	51.5777
ENST00000265016.9	1979	1780	1780	51.5777
ENST00000252593.7	1001	802	802	51.5777
ENST00000395743.8	2653	2454	2454	51.5777
ENST00000643237.3	9964	9765	9765	51.5777
ENST00000377126.4	5201	5002	5002	51.5777
ENST00000377687.6	3349	3150	3150	51.5777
ENST00000380591.8	1276	1077	1077	51.5777
ENST00000256015.5	4629	4430	4430	51.5777
ENST00000308731.8	2575	2376	2376	51.5777
ENST00000684113.1	2945	2746	2746	51.5777
ENST00000302759.11	3762	3563	3563	51.5777
ENST00000287598.11	3669	3470	3470	51.5777
ENST00000230340.9	1718	1519	1519	51.5777
ENST00000337554.8	836	637	637	51.5777
ENST00000225698.8	1169	970	970	51.5777
ENST00000278407.9	1830	1631	1631	51.5777
ENST00000374642.8	1091	892	892	51.5777
ENST00000509305.6	1098	899	899	51.5777
ENST00000374640.9	1158	959	959	51.5777
ENST00000647956.2	2488	2289	2289	51.5777
ENST00000360817.10	2682	2483	2483	51.5777
ENST00000299367.10	2610	2411	2411	51.5777
ENST00000245907.11	5231	5032	5032	51.5777
ENST00000307637.5	3434	3235	3235	51.5777
ENST00000428956.7	5427	5228	5228	51.5777
ENST00000435363.7	5427	5228	5228	51.5777
ENST00000367070.8	2272	2073	2073	51.5777
ENST00000367078.8	960	761	761	51.5777
ENST00000648180.1	4367	4168	4168	51.5777
ENST00000223642.3	5464	5265	5265	51.5777
ENST00000355085.4	2324	2125	2125	51.5777
ENST00000337836.10	3691	3492	3492	51.5777
ENST00000313164.10	5716	5517	5517	51.5777
ENST00000361249.4	2367	2168	2168	51.5777
ENST00000371237.9	2040	1841	1841	51.5777
ENST00000371634.7	881	682	682	51.5777
ENST00000451899.7	4230	4031	4031	51.5777
ENST00000263408.5	2770	2571	2571	51.5777
ENST00000279281.8	2661	2462	2462	51.5777
ENST00000279242.7	2026	1827	1827	51.5777
ENST00000310597.6	1299	1100	1100	51.5777
ENST00000358117.10	2562	2363	2363	51.5777
ENST00000278836.10	5940	5741	5741	51.5777
ENST00000537328.6	578	379	379	51.5777
ENST00000257215.10	5799	5600	5600	51.5777
ENST00000331495.8	4003	3804	3804	51.5777
ENST00000359446.11	8710	8511	8511	51.5777
ENST00000330938.8	2600	2401	2401	51.5777
ENST00000339818.9	2221	2022	2022	51.5777
ENST00000542230.7	2332	2133	2133	51.5777
ENST00000443721.2	3436	3237	3237	51.5777
ENST00000523022.6	1830	1631	1631	51.5777
ENST00000285379.10	1562	1363	1363	51.5777
ENST00000285381.3	1721	1522	1522	51.5777
ENST00000300900.9	1123	924	924	51.5777
ENST00000649794.3	1113	914	914	51.5777
ENST00000377443.7	1334	1135	1135	51.5777
ENST00000338437.7	1518	1319	1319	51.5777
ENST00000317995.5	5735	5536	5536	51.5777
ENST00000378357.9	1546	1347	1347	51.5777
ENST00000084798.9	1715	1516	1516	51.5777
ENST00000178638.8	6098	5899	5899	51.5777
ENST00000360228.11	8647	8448	8448	51.5777
ENST00000638009.2	8645	8446	8446	51.5777
ENST00000371372.6	9792	9593	9593	51.5777
ENST00000399603.6	13744	13545	13545	51.5777
ENST00000399655.6	13744	13545	13545	51.5777
ENST00000288139.11	9429	9230	9230	51.5777
ENST00000350061.11	9369	9170	9170	51.5778
ENST00000367573.7	16420	16221	16221	51.5777
ENST00000323022.10	6006	5807	5807	51.5777
ENST00000362061.4	6028	5829	5829	51.5777
ENST00000376568.8	3836	3637	3637	51.5777
ENST00000356860.8	7542	7343	7343	51.5777
ENST00000394303.8	3711	3512	3512	51.5777
ENST00000324631.13	6129	5930	5930	51.5777
ENST00000377329.10	5872	5673	5673	51.5778
ENST00000301050.7	2931	2732	2732	51.5777
ENST00000539935.7	7944	7745	7745	51.5777
ENST00000226021.5	1302	1103	1103	51.5777
ENST00000319017.5	1778	1579	1579	51.5777
ENST00000264705.9	7286	7087	7087	51.5777
ENST00000265431.7	2533	2334	2334	51.5777
ENST00000302628.9	1454	1255	1255	51.5777
ENST00000380200.3	455	256	256	51.5777
ENST00000331587.9	840	641	641	51.5777
ENST00000324229.11	1044	845	845	51.5777
ENST00000426151.7	3572	3373	3373	51.5777
ENST00000361675.7	5011	4812	4812	51.5777
ENST00000356978.9	4203	4004	4004	51.5777
ENST00000272298.12	1210	1011	1011	51.5777
ENST00000291295.14	2184	1985	1985	51.5777
ENST00000315238.3	1811	1612	1612	51.5777
ENST00000316448.10	1901	1702	1702	51.5777
ENST00000249364.9	5266	5067	5067	51.5777
ENST00000282356.9	11942	11743	11743	51.5777
ENST00000671881.1	4837	4638	4638	51.5777
ENST00000395749.7	4545	4346	4346	51.5777
ENST00000511664.6	5785	5586	5586	51.5777
ENST00000423381.6	3878	3679	3679	51.5777
ENST00000297156.4	2171	1972	1972	51.5777
ENST00000652295.2	591	392	392	51.5777
ENST00000247461.9	4915	4716	4716	51.5777
ENST00000263867.9	1250	1051	1051	51.5777
ENST00000279247.11	2952	2753	2753	51.5777
ENST00000295006.6	3366	3167	3167	51.5777
ENST00000397163.8	3315	3116	3116	51.5777
ENST00000246533.8	1428	1229	1229	51.5777
ENST00000324068.2	3532	3333	3333	51.5777
ENST00000588776.8	1537	1338	1338	51.5777
ENST00000263168.4	2358	2159	2159	51.5777
ENST00000361183.8	5068	4869	4869	51.5777
