cluster_id	cluster_size	n_genes	n_protein_coding	n_pseudogene	n_other	mixed_pc_pseudo	gene_names	window_bp
C36_c0f088232a	63	1	63	0	0	0	LRRFIP2	250
C37_984b9a83f8	63	1	0	0	63	0	SNHG17	250
C38_9663567018	62	10	36	0	26	0	ATP6V1G2-DDX39B;DDX39B;ENSG00000254899	250
C39_59341b45e9	60	1	57	0	3	0	SUN1	250
C40_365932437b	60	3	0	0	60	0	BMS1P14;ENSG00000290549;ENSG00000295894	250
C41_24f368b0b4	60	1	0	0	60	0	ENSG00000304309	250
C42_be82f2acfe	59	1	59	0	0	0	PUM1	250
C43_4e65a227d8	59	1	0	0	59	0	PDE4DIPP6	250
C44_6dec62ab70	58	3	0	0	58	0	BMS1P14;ENSG00000290549;ENSG00000295894	250
C45_5b85ec90b2	57	1	0	0	57	0	MIR9-1HG	250
C46_fdca842e48	56	7	7	0	49	0	MUC4	250
C47_65ce84a2b5	56	7	21	0	35	0	NRM	250
C48_d2eef97f92	56	1	0	0	56	0	LINC-PINT	250
C49_39e9c83f3d	55	1	53	0	2	0	FOXP1	250
C50_78a2bdafdf	55	1	53	0	2	0	DGLUCY	250
C51_238997b55a	55	1	0	0	55	0	ENSG00000290927	250
C52_d4dcff9229	55	1	0	0	55	0	MIR663AHG	250
C53_7fe079a81a	55	1	0	0	55	0	SNHG17	250
C54_264513ebd6	54	1	54	0	0	0	CNDP2	250
C55_f438f1bcde	53	1	2	0	51	0	MTO1	250
C56_e9641e422f	52	1	0	0	52	0	LINC00635	250
C57_6f0877d663	52	7	45	0	7	0	AGPAT1	250
C58_035934281e	52	1	52	0	0	0	PPP6R3	250
C59_31ee1c0cb3	51	2	0	0	51	0	LINC02018	250
C60_c6f8331b12	51	1	51	0	0	0	SORBS2	250
C61_c0f4fe98e6	51	7	30	0	21	0	DDAH2	250
C62_22d8e7ddda	51	1	50	0	1	0	EPB41L2	250
C63_cd054669c0	51	1	0	0	51	0	LINC03026	250
C64_30cc269b03	51	1	0	0	51	0	ENSG00000207751	250
C65_18bcddc758	50	1	48	0	2	0	PFKM	250
C66_b8122b2985	50	2	50	0	0	0	SERPINF2	250
C67_b3c9a276d6	49	1	0	0	49	0	WASH9P	250
C68_7f6eb2158f	49	1	0	0	49	0	ENSG00000291178	250
C69_a9dcf7fe63	49	1	48	0	1	0	PHC1	250
C70_fc1324c3b0	49	1	49	0	0	0	ZFAND6	250
C71_d5588c5368	49	1	0	0	49	0	ENSG00000290823	250
C72_019a480102	49	1	49	0	0	0	ARMCX2	250
C73_1fda6e3fd9	49	9	49	0	0	0	OSCAR	250
C74_ab763cec7e	48	2	0	0	48	0	CDRT15P3;LINC03124	250
C75_34febd2de3	48	1	31	0	17	0	TRIM2	250
C76_93da0d11e9	48	6	15	0	33	0	DXO	250
C77_7d1ccfa541	48	6	30	0	18	0	MPIG6B	250
C78_b3578038fd	47	2	0	0	47	0	MUC20-OT1;SDHAP1	250
C79_7e652825f8	47	6	34	0	13	0	MSH5	250
C80_4c6c0e15f2	47	1	47	0	0	0	MADD	250
C81_b50491d5e6	47	1	0	0	47	0	SNHG14	250
C82_d394e98300	46	1	0	0	46	0	LINC01138	250
C83_0e864030dd	46	1	46	0	0	0	PLS1	250
C84_2790a3998a	46	1	0	0	46	0	RBBP8-AS1	250
C85_16420b01cc	45	7	0	0	45	0	HCG18	250
C86_a230bc51fb	45	3	0	0	45	0	BMS1P14;ENSG00000290549;ENSG00000295894	250
C87_6890492fb5	44	1	43	0	1	0	MIB2	250
C88_fc78822703	44	1	44	0	0	0	NFYC	250
C89_28da47dabd	44	3	7	0	37	0	GBA1;GBA1LP	250
C90_cd8915c0d0	44	2	0	0	44	0	LINC02018	250
C91_3151caefbc	44	1	29	0	15	0	TAF6	250
C92_7d34811a69	44	1	24	0	20	0	MTMR2	250
C93_62611f0531	43	1	43	0	0	0	ZBTB20	250
C94_6ed48d5c59	43	5	32	0	11	0	SNHG32	250
C95_f4dd6f27d2	43	6	17	0	26	0	WHR1	250
C96_35d0094333	43	3	43	0	0	0	PTP4A3	250
C97_080486fdf2	43	3	0	0	43	0	BMS1P14;ENSG00000290549;ENSG00000295894	250
C98_0d1ddb1c7d	43	1	0	0	43	0	ENSG00000286587	250
C99_85a381cbef	43	1	43	0	0	0	UBA1	250
C100_f0ffd36922	42	1	0	0	42	0	TEX41	250
C101_d180e8faed	42	1	0	0	42	0	MACC1-OT1	250
C102_76982a1937	41	1	0	0	41	0	ENSG00000291176	250
C103_c330a0f840	41	1	41	0	0	0	ZBTB20	250
C104_605d17a68e	41	1	41	0	0	0	TFR2	250
C105_4333b88ce6	41	2	37	0	4	0	SLC52A2	250
C106_ab3464e1d9	41	3	0	0	41	0	ENSG00000289725;ENSG00000290970;FAM95B1	250
C107_3c6e351ad9	41	1	41	0	0	0	GSN	250
C108_0152aeea68	40	2	0	0	40	0	ENSG00000290823;ENSG00000310523	250
C109_59b6a2cf59	40	1	40	0	0	0	LRRFIP2	250
C110_0215b5f71c	40	1	35	0	5	0	TFG	250
C111_d5028f2697	40	6	22	0	18	0	HLA-DMB	250
C112_0c59fbf2dc	39	1	39	0	0	0	PUM1	250
C113_932c379471	39	1	38	0	1	0	DAP3	250
C114_ad2e6cb647	39	1	13	0	26	0	STAMBP	250
C115_691f2218db	39	1	39	0	0	0	BIN1	250
C116_9ed9880869	39	1	38	0	1	0	LRRFIP1	250
C117_846e4ec5a9	39	1	32	0	7	0	ANK2	250
C118_31236945ab	39	7	12	0	27	0	ATAT1	250
C119_2b0bcb396e	39	8	15	0	24	0	PRRT1	250
C120_c904caf4cd	39	1	0	0	39	0	ENSG00000304309	250
C121_eed16246eb	39	2	39	0	0	0	CES1	250
C122_90a8f9a63d	38	3	0	0	38	0	DDX11L16;DDX11L2	250
C123_1ea3978bd7	38	1	34	0	4	0	MIB2	250
C124_0f708497a6	38	1	0	0	38	0	ENSG00000310523	250
C125_1438b7829f	38	1	38	0	0	0	EGFL7	250
C126_3a61b7382d	38	1	38	0	0	0	SHLD2	250
C127_2af3f0ac77	38	1	38	0	0	0	DGLUCY	250
C128_a972e6bcca	37	1	34	0	3	0	MUTYH	250
C129_8d55e0bfef	37	1	37	0	0	0	MRPL55	250
C130_5bc2396a67	37	1	36	0	1	0	LRRFIP2	250
C131_207abf8d9e	37	6	0	0	37	0	MUC20-OT1	250
C132_58fc34cdc5	37	6	19	0	18	0	RPP21	250
C133_af3e0a319b	37	6	8	0	29	0	LSM2	250
C134_23aa2bc814	37	1	37	0	0	0	SFTPA1	250
C135_5b59caf8ba	37	1	18	0	19	0	ALG8	250
C136_b9116cb99a	37	1	36	0	1	0	NDRG2	250
C137_8f79f0dfc6	37	1	3	0	34	0	BBS2	250
C138_774e793785	37	1	0	0	37	0	MIR99AHG	250
C139_2e80e65e6b	37	2	37	0	0	0	FAM156A;FAM156B	250
C140_b17909adb6	36	2	0	0	36	0	LINC00869;LINC01145	250
C141_6bf28c151b	36	1	0	0	36	0	GAS5	250
C142_0fc7c231b4	36	2	0	1	35	0	PDCD6P1;SDHAP3	250
C143_4f90b5e848	36	7	15	0	21	0	PRR3	250
C144_4272de17d8	36	1	36	0	0	0	HMGA1	250
C145_be7558b54f	36	1	0	0	36	0	FAM86FP	250
C146_768171575c	36	1	0	0	36	0	PCED1B-AS1	250
C147_219f58aebc	36	2	0	0	36	0	PRSS30P	250
C148_5a3e121749	36	1	34	0	2	0	CERS4	250
C149_8bb74be854	36	6	36	0	0	0	PPP1R11	250
C150_662b06de80	35	1	35	0	0	0	EPHX1	250
C151_47c80c635b	35	1	33	0	2	0	COQ8A	250
C152_8ea4ffe1f1	35	1	35	0	0	0	SPATS2L	250
C153_72fb0c0219	35	1	16	0	19	0	IFT122	250
C154_2dedccdff8	35	7	0	0	35	0	MUC20-OT1	250
C155_fb3cff23aa	35	6	23	0	12	0	POLR1H	250
C156_9f030d76a6	35	12	11	0	24	0	ENSG00000285089;ENSG00000285192;ENSG00000285213;ENSG00000285224;ENSG00000285515;ENSG00000288473;VARS2	250
C157_5d5a8545d7	35	3	29	0	6	0	GTF2I;GTF2IP1;GTF2IP4	250
C158_8b5a722867	35	1	0	0	35	0	LINC00964	250
C159_2568a1d3fe	35	1	35	0	0	0	SFTPA2	250
C160_eb70f8b4f9	35	1	35	0	0	0	ADD3	250
C161_234a031390	35	1	2	0	33	0	ABCC8	250
C162_d97e451d2c	35	1	0	0	35	0	LINC01198	250
C163_cc379381c7	35	1	32	0	3	0	GNAS	250
C164_5e16dfa8e4	34	1	0	0	34	0	ENSG00000283235	250
C165_38f7816819	34	8	18	0	16	0	PPP1R18	250
C166_98ec59bd6a	34	1	33	0	1	0	MICAL1	250
C167_97f6114698	34	3	0	0	34	0	BMS1P14;ENSG00000290549;ENSG00000295894	250
C168_a974d5901c	34	1	33	0	1	0	ARL6IP4	250
C169_ec14df44c3	34	2	34	0	0	0	UBL7	250
C170_0e6ca59049	34	1	0	0	34	0	DPY19L3-DT	250
C171_b9292e10ae	34	10	34	0	0	0	NLRP2	250
C172_b13d5beda3	34	2	0	0	34	0	CD99P1	250
C173_b63f809d84	33	1	25	0	8	0	CLCC1	250
C174_039f140977	33	7	33	0	0	0	TRIM39	250
C175_d222ed0077	33	7	20	0	13	0	C6orf136	250
C176_58037d5930	33	4	24	0	9	0	BAG6	250
C177_edb270de7a	33	1	0	0	33	0	ENSG00000291154	250
C178_8342e338e8	33	1	0	0	33	0	NSUN5P2	250
C179_97d3fc7e73	33	5	0	0	33	0	ENSG00000304176;ENSG00000310533;ENSG00000310535;ENSG00000310536;ENSG00000310537	250
C180_f9c780174d	33	1	0	0	33	0	ENSG00000304304	250
C181_e79fa56d8d	33	1	13	0	20	0	ATE1	250
C182_17787d856d	33	22	22	11	0	1	DUX4L2;DUX4L28;ENSG00000283767;ENSG00000283820;ENSG00000283830;ENSG00000283878;ENSG00000283884;ENSG00000283893;ENSG00000283898;ENSG00000283955;ENSG00000284002;ENSG00000284025;ENSG00000284066;ENSG00000284174;ENSG00000284181;ENSG00000284210;ENSG00000284262;ENSG00000284383;ENSG00000284475;ENSG00000284496	250
C183_07fd8a1789	33	1	0	0	33	0	MIR100HG	250
C184_7585648266	33	1	32	0	1	0	PPM1A	250
C185_c48ce98034	33	1	31	0	2	0	MAN2C1	250
C186_508f24e69d	33	1	0	0	33	0	SNHG11	250
C187_0343304745	33	1	0	0	33	0	MIR646HG	250
C188_d93676d7e1	33	3	0	0	33	0	ENSG00000278903;ENSG00000280018;ENSG00000280145	250
C189_203d72e013	33	1	32	0	1	0	RABL2B	250
C190_ecbe40340e	33	1	33	0	0	0	HEPH	250
C191_4953e9599b	32	1	0	0	32	0	CYP1B1-AS1	250
C192_102df296bb	32	1	32	0	0	0	ITIH4	250
C193_0c8ffce812	32	1	32	0	0	0	ZBTB20	250
C194_c63b951bab	32	1	26	0	6	0	G3BP2	250
C195_eb4aeef41f	32	1	0	0	32	0	CASC15	250
C196_8fca4fd290	32	8	16	0	16	0	NCR3	250
C197_ff2e87b51b	32	1	0	0	32	0	FAM66A	250
C198_cd45eb0031	32	2	6	0	26	0	IARS1	250
C199_83b71a5c48	32	1	14	0	18	0	HPS1	250
C200_82ea1c37a2	32	1	31	0	1	0	GPS1	250
C201_db03e139b6	32	2	0	0	32	0	ENSG00000291064;MZF1-AS1	250
C202_c07cffaee2	32	1	0	0	32	0	MIR663AHG	250
C203_4ef473ae69	32	1	31	0	1	0	ASCC2	250
C204_bedc806147	32	1	28	0	4	0	SFI1	250
C205_9bfbf3809d	32	7	18	0	14	0	HLA-DMA	250
C206_ef8f294ebd	31	1	0	0	31	0	WASH9P	250
C207_8802ebd7bd	31	1	14	0	17	0	SGIP1	250
C208_b7842e0e14	31	1	0	0	31	0	CNN3-DT	250
C209_b542821bae	31	1	0	0	31	0	LINC01118	250
C210_537f51f70b	31	1	0	0	31	0	ENSG00000303324	250
C211_6d6860d85e	31	1	31	0	0	0	SEC31A	250
C212_997d81653f	31	7	19	0	12	0	GABBR1	250
C213_dd434a9e4a	31	7	31	0	0	0	CLIC1	250
C214_4ac3763d59	31	7	18	0	13	0	C2	250
C215_45c3d27d40	31	8	24	0	7	0	PSMB8	250
C216_0f8780c4eb	31	1	0	0	31	0	ENSG00000271860	250
C217_cf2362de63	31	1	31	0	0	0	TMEM176B	250
C218_f94b950b33	31	1	31	0	0	0	HMBOX1	250
C219_ee1d56df2e	31	1	31	0	0	0	GSN	250
C220_bf075ca2e0	31	1	31	0	0	0	TRAF2	250
C221_c41362a4e1	31	1	31	0	0	0	HNRNPC	250
C222_bcc2e20d31	31	1	29	0	2	0	KTN1	250
C223_e2ef509aa4	31	1	18	0	13	0	UBE2I	250
C224_e570d35839	31	1	31	0	0	0	RAB34	250
C225_82300ed320	31	1	11	0	20	0	COQ8B	250
C226_5405a454ad	31	31	0	0	31	0	RNU6-222P;U6	250
C227_4e9e431261	31	1	17	0	14	0	ADA	250
C228_f08deaa204	31	1	0	0	31	0	LL0XNC01-250H12.3	250
C229_3c8d03f4d7	30	1	19	0	11	0	XPO1	250
C230_6923dc7674	30	1	28	0	2	0	PCBP4	250
C231_8c81f23e2b	30	1	30	0	0	0	SORBS2	250
C232_7c9e25ce32	30	30	30	0	0	0	PCDHA1;PCDHA10;PCDHA11;PCDHA12;PCDHA13;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA7;PCDHA8;PCDHA9;PCDHAC1;PCDHAC2	250
C233_1961726dc5	30	5	25	0	5	0	TRIM26	250
C234_3962441b52	30	5	10	0	20	0	LY6G5C	250
C235_c560a11159	30	7	30	0	0	0	PPT2	250
C236_3de8935d7f	30	2	30	0	0	0	RNH1	250
C237_f2358dd19e	30	1	0	0	30	0	ENSG00000293486	250
C238_efe995fdcb	30	1	0	0	30	0	ENSG00000284634	250
C239_63b8fb8e69	30	2	30	0	0	0	GMPR2	250
C240_584f57f6d6	30	1	0	0	30	0	HISLA	250
C241_c130e2f7b4	30	1	0	0	30	0	MEG3	250
C242_e878ac8ad4	30	1	30	0	0	0	XRCC3	250
C243_e5bf9f7e23	30	1	0	0	30	0	UBE2Q2P1	250
C244_ba423b51ed	30	5	0	0	30	0	ENSG00000275496;ENSG00000277067;ENSG00000277991;LINC03104;LINC03105	250
C245_d05be579f8	29	1	0	0	29	0	ENSG00000274372	250
C246_5c544cfd0b	29	1	29	0	0	0	LRRFIP1	250
C247_c96f8fd860	29	1	29	0	0	0	MAP4	250
C248_d4cf93a34e	29	1	2	0	27	0	SKIC3	250
C249_9552603e39	29	7	15	0	14	0	LTA	250
C250_c2113f22fe	29	6	18	0	11	0	AIF1	250
C251_836e11dc08	29	8	7	0	22	0	NEU1	250
C252_c789a71fb2	29	7	21	0	8	0	GPSM3	250
C253_e377db9466	29	4	0	0	29	0	ENSG00000304176;ENSG00000310535;ENSG00000310536;ENSG00000310537	250
C254_d4e479c025	29	1	13	0	16	0	KRIT1	250
C255_856a274a0d	29	1	29	0	0	0	CTSB	250
C256_e610c02289	29	1	29	0	0	0	ZNF239	250
C257_bf2abfe36d	29	1	29	0	0	0	A1CF	250
C258_821da839b2	29	1	28	0	1	0	TSPAN4	250
C259_f5187a7877	29	1	29	0	0	0	FAM111A	250
C260_0be5229406	29	1	28	0	1	0	MEN1	250
C261_1219831755	29	1	0	0	29	0	LINC00943	250
C262_8cd6ca2bf1	29	2	15	0	14	0	IRF9	250
C263_67888c8932	29	1	5	0	24	0	MARK3	250
C264_17c074bc8b	29	1	29	0	0	0	HDAC5	250
C265_6eeb896c56	29	1	28	0	1	0	CERS4	250
C266_804ff92aa0	29	29	0	29	0	0	ENSG00000228790;ENSG00000273918;ENSG00000274009;ENSG00000274082;ENSG00000274130;ENSG00000274517;ENSG00000276306;ENSG00000276324;ENSG00000276808;ENSG00000276974;ENSG00000276994;ENSG00000277456;ENSG00000277940;ENSG00000278360;ENSG00000278432;ENSG00000283748;ENSG00000283810;ENSG00000283833;ENSG00000283872;ENSG00000283916	250
C267_57fc3afb36	29	29	0	0	29	0	LILRP2	250
C268_68daa55d49	29	29	0	29	0	0	LILRP2	250
C269_60c8190afe	29	1	29	0	0	0	MORF4L2	250
C270_78c68f0de2	29	1	0	0	29	0	MAGEA4-AS1	250
C271_e9d6fcb1da	28	1	0	0	28	0	FOXD3-AS1	250
C272_f98d7838be	28	1	28	0	0	0	SEPTIN2	250
C273_13110575dd	28	1	26	0	2	0	IL17RC	250
C274_e93b84999b	28	1	28	0	0	0	LRRFIP2	250
C275_130b8c1313	28	1	28	0	0	0	DAG1	250
C276_fd787cbb45	28	1	0	0	28	0	SDHAP3	250
C277_fa7ab45b86	28	7	0	0	28	0	POLR1HASP	250
C278_d7bd14a6d6	28	7	28	0	0	0	ATAT1	250
C279_4e7e13e5f9	28	6	22	0	6	0	CFB	250
C280_4d9d0509c3	28	6	23	0	5	0	BRD2	250
C281_a91ce47379	28	2	0	0	28	0	ARHGEF35-AS1;OR2A1-AS1	250
C282_843427cef1	28	1	28	0	0	0	ZMYND11	250
C283_fb1a093235	28	1	28	0	0	0	USP54	250
C284_4a4eae7b34	28	1	28	0	0	0	CTNND1	250
C285_3d368ada60	28	2	28	0	0	0	CACNA1C	250
C286_569920d187	28	1	28	0	0	0	AKT1	250
C287_6aed810cc3	28	1	0	0	28	0	COX10-DT	250
C288_7d749b99d3	28	1	0	0	28	0	TBX2-AS1	250
C289_88d6f7698a	28	1	13	0	15	0	TBCD	250
C290_54f960c609	28	1	0	0	28	0	LINC00470	250
C291_4bf546b7cb	28	28	4	2	22	1	ENSG00000215765;ENSG00000274971;ENSG00000277691;ENSG00000278277;ENSG00000278833;ENSG00000283778;ENSG00000283901;ENSG00000283910;ENSG00000283962;ENSG00000284136;ENSG00000284304;ENSG00000284318;ENSG00000284322;ENSG00000284423;ENSG00000284441;ENSG00000290379;ENSG00000290403;ENSG00000290428;ENSG00000290451;ENSG00000290465	250
C292_ef53ae35bf	28	28	0	28	0	0	ENSG00000275422;ENSG00000278345;KIR3DP1	250
C293_037eb008bf	28	1	0	0	28	0	MIR663AHG	250
C294_a0577ac643	28	1	18	0	10	0	PDE9A	250
C295_51033951ca	28	1	0	0	28	0	ENSG00000285756	250
C296_8c6fac5f5b	28	1	0	0	28	0	LINC01284	250
C297_3a5272eb2c	27	1	27	0	0	0	CAP1	250
C298_ea0bf56aa6	27	1	27	0	0	0	HPCAL1	250
C299_ac70bf11ff	27	1	27	0	0	0	PROC	250
C300_2e21cbdcd8	27	1	0	0	27	0	MYLK-AS1	250
C301_ff50d0459f	27	2	0	1	26	0	ALG1L1P;ENSG00000291096	250
C302_4ae0cb0945	27	1	0	0	27	0	LINC02436	250
C303_beb36f3daf	27	7	27	0	0	0	TUBB	250
C304_832ad4346f	27	5	9	0	18	0	RGL2	250
C305_524878235c	27	1	0	0	27	0	ENSG00000286680	250
C306_2d4f652af7	27	1	27	0	0	0	TBRG4	250
C307_a2c76909d6	27	1	0	0	27	0	LINC-PINT	250
C308_50247ffaa0	27	1	2	0	25	0	TAF2	250
C309_16d124dd7a	27	1	26	0	1	0	CYRIB	250
C310_0cfb6b7a3b	27	1	0	0	27	0	LINC02395	250
C311_cbc836f438	27	1	11	0	16	0	PSEN1	250
C312_906f8fa293	27	2	27	0	0	0	APBA2	250
C313_dcb9b78d9e	27	1	27	0	0	0	SULT1A2	250
C314_7847a09832	27	1	0	0	27	0	RRN3P2	250
C315_c2a228df06	27	4	27	0	0	0	CCL4L2	250
C316_0433a39531	27	1	25	0	2	0	STARD3	250
C317_0c041dc81f	27	2	23	0	4	0	USP16	250
C318_5adb5ce623	27	1	27	0	0	0	GGT1	250
C319_a018c8c9fa	27	3	9	0	18	0	MUC4	250
C320_b87aa33df7	26	1	25	0	1	0	NFYC	250
C321_3902b86f97	26	1	23	0	3	0	ADAM15	250
C322_43c2b037b3	26	1	26	0	0	0	C4BPA	250
C323_c07b7ad493	26	1	9	0	17	0	KIF5C	250
C324_ceef22704f	26	1	17	0	9	0	HSPD1	250
C325_7d6245e1ae	26	1	0	0	26	0	LINC00635	250
C326_ac640c70fd	26	3	8	0	18	0	MUC4	250
C327_41d89b9184	26	1	26	0	0	0	LIMCH1	250
C328_b7c292f4d0	26	1	0	0	26	0	PURPL	250
C329_cf929e96d8	26	2	26	0	0	0	RAD17	250
C330_848ee947a3	26	7	12	0	14	0	MRPS18B	250
C331_2450428651	26	10	11	0	15	0	EGFL8;ENSG00000254778;PPT2;PPT2-EGFL8	250
C332_f7071862f7	26	8	17	0	9	0	BTNL2	250
C333_991c66eb79	26	6	11	0	15	0	SLC39A7	250
C334_4d58d535d5	26	2	4	0	22	0	ENSG00000271793;SNX14	250
C335_66aad454a3	26	1	0	0	26	0	LINC02901	250
C336_4bcd1ceed2	26	1	26	0	0	0	ELN	250
C337_0fe0e92c47	26	1	0	0	26	0	ENSG00000241449	250
C338_ecfac9f52c	26	1	26	0	0	0	GSN	250
C339_efc8d233d2	26	1	26	0	0	0	ST3GAL4	250
C340_35fa682074	26	1	26	0	0	0	CCDC92	250
C341_f785158331	26	2	0	0	26	0	DUXAP8;DUXAP9	250
C342_46d0ab1d45	26	1	26	0	0	0	SIPA1L1	250
C343_3ed7c3b4fe	26	1	24	0	2	0	AKT1	250
C344_0b9caaea0e	26	1	26	0	0	0	DUS2	250
C345_b025214cda	26	2	26	0	0	0	SHMT1	250
C346_93dd13286d	26	1	25	0	1	0	TMC6	250
C347_d369968fb2	26	10	26	0	0	0	VSTM1	250
C348_560e0ee2ea	26	10	22	0	4	0	CNOT3	250
C349_66d8f5c02c	26	1	0	0	26	0	LINC01664	250
C350_0585f51310	26	2	0	0	26	0	ENSG00000290711;ENSG00000291044	250
C351_1220cfe463	26	2	26	0	0	0	CD99	250
C352_e033da1d6a	26	1	8	0	18	0	HDAC6	250
C353_55d0d03b25	25	1	0	0	25	0	WASH7P	250
C354_991b04bbfd	25	1	24	0	1	0	RAP1GAP	250
C355_552a68becb	25	1	25	0	0	0	PUM1	250
C356_e36491ecde	25	1	25	0	0	0	ZBTB7B	250
C357_67e116207f	25	1	25	0	0	0	GULP1	250
C358_6af6ebce00	25	1	25	0	0	0	HDLBP	250
C359_5039ca9d7e	25	1	0	0	25	0	LINC01206	250
C360_83982a027f	25	1	0	0	25	0	OSMR-DT	250
C361_773c861f2b	25	1	25	0	0	0	CNOT8	250
C362_5eb5403b12	25	1	0	0	25	0	ENSG00000289731	250
C363_a318c49d38	25	1	15	0	10	0	CANX	250
C364_176e4fd8ab	25	6	21	0	4	0	TRIM27	250
C365_e158c5f684	25	6	13	0	12	0	GTF2H4	250
C366_07f4026c30	25	5	7	0	18	0	ABHD16A	250
C367_9cf2d60134	25	8	9	0	16	0	C4A;C4B;C4B_2	250
C368_50a947f094	25	5	6	0	19	0	CYP21A2	250
C369_f0b35b4130	25	2	10	0	15	0	ENSG00000271793;SNX14	250
C370_edb55e744a	25	1	24	0	1	0	COA1	250
C371_1cb8791128	25	2	0	1	24	0	ASNSP1;ENSG00000290398	250
C372_4cbc11b4a3	25	1	0	0	25	0	ZNF503-AS1	250
C373_b4bd41f515	25	1	25	0	0	0	SHLD2	250
C374_9781eefbe4	25	1	24	0	1	0	POLL	250
C375_6e64d0d780	25	2	23	0	2	0	RNH1	250
C376_bd993b013a	25	1	0	0	25	0	RELA-DT	250
C377_94bbc5805e	25	1	25	0	0	0	TOP6BL	250
C378_78e59dc19d	25	1	0	0	25	0	PCED1B-AS1	250
C379_72ac9b8c61	25	1	0	0	25	0	LINC00343	250
C380_c9583be516	25	3	0	0	25	0	DUXAP10;DUXAP8;DUXAP9	250
C381_ab3ebe5832	25	1	23	0	2	0	PKM	250
C382_aa40e8d6b2	25	1	0	0	25	0	MIR7-3HG	250
C383_a7592314e9	25	1	25	0	0	0	RALY	250
C384_216f5206ed	25	2	23	0	2	0	CBS;ENSG00000274276	250
C385_21dc5c345b	25	1	0	0	25	0	ENSG00000291280	250
C386_5e9fda6cfb	25	1	25	0	0	0	MX1	250
C387_b155c00fa7	24	1	0	0	24	0	MTMR9LP	250
C388_4404fdeb6b	24	1	24	0	0	0	B4GALT3	250
C389_50f9b1474a	24	1	0	0	24	0	RPL23AP7	250
C390_f708077e35	24	1	0	0	24	0	ENSG00000310523	250
C391_413a9454ba	24	1	24	0	0	0	LRIG1	250
C392_e9abd672e3	24	1	23	0	1	0	SERPINB6	250
C393_f27c40f5bf	24	8	24	0	0	0	OR11A1	250
C394_1c48c0f031	24	8	24	0	0	0	OR2H1	250
C395_6d64d936e3	24	6	17	0	7	0	HLA-F	250
C396_cb8c4b78ad	24	7	10	0	14	0	NOTCH4	250
C397_35e3db774b	24	5	10	0	14	0	RPS18	250
C398_dd51c5491a	24	1	24	0	0	0	TFEB	250
C399_c2603d37ca	24	1	0	0	24	0	ENSG00000291178	250
C400_d143c61ce0	24	2	22	0	2	0	CTSB	250
