cluster_id	cluster_size	n_genes	n_protein_coding	n_pseudogene	n_other	mixed_pc_pseudo	gene_names	window_bp
C99_8669389fa7	35	1	35	0	0	0	SFTPA2	500
C100_ba5dc06137	35	1	35	0	0	0	ADD3	500
C101_41773ace4a	35	1	2	0	33	0	ABCC8	500
C102_8cb643b4ee	35	2	35	0	0	0	CES1	500
C103_57289a69c5	35	1	32	0	3	0	GNAS	500
C104_559cec1ebc	34	1	0	0	34	0	WASH7P	500
C105_0d0edc138c	34	1	0	0	34	0	WASH9P	500
C106_2223cbe23b	34	8	18	0	16	0	PPP1R18	500
C107_b2ec3c2039	34	1	33	0	1	0	MICAL1	500
C108_e76beb9303	34	1	32	0	2	0	CERS4	500
C109_16e297cc74	34	10	34	0	0	0	NLRP2	500
C110_5467d32f9a	33	1	25	0	8	0	CLCC1	500
C111_2f406387d8	33	1	0	0	33	0	ENSG00000291176	500
C112_24f6383126	33	7	33	0	0	0	TRIM39	500
C113_4965ba13c6	33	7	19	0	14	0	AGER	500
C114_a83b897f36	33	1	13	0	20	0	ATE1	500
C115_19c76c161f	33	1	0	0	33	0	MIR100HG	500
C116_2ad0675eb2	33	1	32	0	1	0	PPM1A	500
C117_e435c2281c	33	1	32	0	1	0	RABL2B	500
C118_681779dd4a	33	1	33	0	0	0	HEPH	500
C119_078a48160e	32	1	32	0	0	0	MRPL55	500
C120_297322157d	32	1	32	0	0	0	ITIH4	500
C121_c34da9883d	32	1	32	0	0	0	ZBTB20	500
C122_850a8e411f	32	1	26	0	6	0	G3BP2	500
C123_fd1c91e31c	32	2	0	1	31	0	PDCD6P1;SDHAP3	500
C124_187f19113a	32	1	0	0	32	0	FAM66A	500
C125_538f45376d	32	2	6	0	26	0	IARS1	500
C126_c3908a2e26	32	1	14	0	18	0	HPS1	500
C127_3020b65bf3	32	1	16	0	16	0	ALG8	500
C128_dbccc5734d	32	1	0	0	32	0	MIR663AHG	500
C129_ae61b08dad	32	1	31	0	1	0	ASCC2	500
C130_7e6b8b6269	32	21	22	10	0	1	DUX4L2;ENSG00000283767;ENSG00000283820;ENSG00000283830;ENSG00000283878;ENSG00000283884;ENSG00000283893;ENSG00000283898;ENSG00000283955;ENSG00000284002;ENSG00000284025;ENSG00000284066;ENSG00000284174;ENSG00000284181;ENSG00000284210;ENSG00000284262;ENSG00000284383;ENSG00000284475;ENSG00000284496;ENSG00000284502	500
C131_61bf7e4f12	31	1	14	0	17	0	SGIP1	500
C132_82e5019319	31	1	0	0	31	0	LINC01118	500
C133_efb6a5a187	31	1	31	0	0	0	SEC31A	500
C134_bc7b68c6ba	31	7	19	0	12	0	GABBR1	500
C135_bb620032e1	31	6	7	0	24	0	LSM2	500
C136_c3062afb8b	31	8	24	0	7	0	PSMB8	500
C137_f04e594ae6	31	1	31	0	0	0	HMBOX1	500
C138_7f1ba7c750	31	1	31	0	0	0	TRAF2	500
C139_e399bfce2f	31	1	31	0	0	0	HNRNPC	500
C140_9271f69903	31	1	18	0	13	0	UBE2I	500
C141_24f9bc21d0	31	1	11	0	20	0	COQ8B	500
C142_5405a454ad	31	31	0	0	31	0	RNU6-222P;U6	500
C143_3f496b5c1e	31	1	28	0	3	0	SFI1	500
C144_72d491c6f1	31	1	0	0	31	0	ENSG00000306402	500
C145_f077c7f6c6	30	1	19	0	11	0	XPO1	500
C146_3e3371672b	30	1	28	0	2	0	PCBP4	500
C147_ed5cac275d	30	1	30	0	0	0	SORBS2	500
C148_fc840248a4	30	30	30	0	0	0	PCDHA1;PCDHA10;PCDHA11;PCDHA12;PCDHA13;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA7;PCDHA8;PCDHA9;PCDHAC1;PCDHAC2	500
C149_59d9640b36	30	5	25	0	5	0	TRIM26	500
C150_43e95b64e7	30	7	30	0	0	0	PPT2	500
C151_603b1556ba	30	1	0	0	30	0	ENSG00000304176	500
C152_d6424d8038	30	1	29	0	1	0	KTN1	500
C153_5ccd181d86	30	1	30	0	0	0	XRCC3	500
C154_22115188d4	30	5	30	0	0	0	PPP1R11	500
C155_8f6a85f8a5	29	1	0	0	29	0	ENSG00000310523	500
C156_f56701cb4a	29	1	29	0	0	0	LRRFIP1	500
C157_c55734ba7d	29	1	29	0	0	0	MAP4	500
C158_f1b425bc66	29	1	2	0	27	0	SKIC3	500
C159_45a71c8c62	29	1	0	0	29	0	ENSG00000283235	500
C160_9c7c1d8acc	29	7	15	0	14	0	LTA	500
C161_eb9fecf622	29	7	29	0	0	0	CLIC1	500
C162_7a972a546f	29	8	7	0	22	0	NEU1	500
C163_83a88ba418	29	7	21	0	8	0	GPSM3	500
C164_2ecca28c73	29	1	13	0	16	0	KRIT1	500
C165_d6ca7644a5	29	1	29	0	0	0	CTSB	500
C166_1bb4a2bf25	29	1	29	0	0	0	GSN	500
C167_95c1a47c56	29	1	29	0	0	0	ZNF239	500
C168_453986a51f	29	1	28	0	1	0	TSPAN4	500
C169_0c6ef640bf	29	1	29	0	0	0	FAM111A	500
C170_b9d256f6e5	29	1	28	0	1	0	MEN1	500
C171_ab72f6e398	29	1	0	0	29	0	ENSG00000304309	500
C172_2fec5e8d87	29	1	0	0	29	0	LINC00943	500
C173_62786f03e4	29	1	0	0	29	0	LINC01198	500
C174_44eb65b440	29	2	15	0	14	0	IRF9	500
C175_b8640c3789	29	1	5	0	24	0	MARK3	500
C176_1d45091e17	29	1	29	0	0	0	RAB34	500
C177_daaf5432c5	29	29	0	29	0	0	ENSG00000228790;ENSG00000273918;ENSG00000274009;ENSG00000274082;ENSG00000274130;ENSG00000274517;ENSG00000276306;ENSG00000276324;ENSG00000276808;ENSG00000276974;ENSG00000276994;ENSG00000277456;ENSG00000277940;ENSG00000278360;ENSG00000278432;ENSG00000283748;ENSG00000283810;ENSG00000283833;ENSG00000283872;ENSG00000283916	500
C178_d3a40d1834	29	29	0	29	0	0	LILRP2	500
C179_aa89bfe826	29	1	29	0	0	0	MORF4L2	500
C180_7d6a6c6644	28	1	28	0	0	0	SEPTIN2	500
C181_65d6d32c76	28	1	26	0	2	0	IL17RC	500
C182_68d466180c	28	1	28	0	0	0	LRRFIP2	500
C183_ad1540fb0d	28	1	28	0	0	0	DAG1	500
C184_db0452bf8f	28	7	0	0	28	0	POLR1HASP	500
C185_d504ba2635	28	7	28	0	0	0	ATAT1	500
C186_2d534500b6	28	1	28	0	0	0	ZMYND11	500
C187_a693c3c3dd	28	1	28	0	0	0	USP54	500
C188_d14e2b6afa	28	2	28	0	0	0	RNH1	500
C189_c4c307708c	28	1	28	0	0	0	CTNND1	500
C190_7911b5b906	28	1	0	0	28	0	SNHG1	500
C191_b207869356	28	2	28	0	0	0	CACNA1C	500
C192_35448db169	28	2	28	0	0	0	GMPR2	500
C193_f395721965	28	1	28	0	0	0	AKT1	500
C194_9163b4426e	28	1	0	0	28	0	COX10-DT	500
C195_010f420237	28	1	13	0	15	0	TBCD	500
C196_e2a526a209	28	28	0	0	28	0	LILRP2	500
C197_e7987fc58d	28	1	0	0	28	0	MIR663AHG	500
C198_2a3ce8a9d6	28	1	18	0	10	0	PDE9A	500
C199_764a3691e2	27	1	27	0	0	0	CAP1	500
C200_e1f0063b98	27	1	0	0	27	0	LINC01138	500
C201_520cfb543d	27	1	27	0	0	0	DAP3	500
C202_f205488526	27	1	27	0	0	0	HPCAL1	500
C203_894b86a754	27	1	27	0	0	0	PROC	500
C204_425a0ffae4	27	1	0	0	27	0	TEX41	500
C205_3eecacdd40	27	7	27	0	0	0	TUBB	500
C206_f6c7cfdf55	27	5	9	0	18	0	RGL2	500
C207_7fae6377b0	27	1	27	0	0	0	TBRG4	500
C208_8923236d66	27	1	2	0	25	0	TAF2	500
C209_b0e94181a9	27	1	26	0	1	0	CYRIB	500
C210_b443d406ab	27	1	11	0	16	0	PSEN1	500
C211_6a05467be3	27	1	0	0	27	0	MEG3	500
C212_6b1b7e1ac1	27	1	0	0	27	0	RRN3P2	500
C213_97e7c601e8	27	1	25	0	2	0	STARD3	500
C214_8b7cf04136	27	1	27	0	0	0	HDAC5	500
C215_0e4461572d	27	2	23	0	4	0	USP16	500
C216_1e3aa86f6d	27	1	27	0	0	0	GGT1	500
C217_c92207cb0d	27	3	9	0	18	0	MUC4	500
C218_50d1dd8e53	26	1	25	0	1	0	NFYC	500
C219_a4c2027492	26	1	9	0	17	0	KIF5C	500
C220_f9c035d150	26	1	17	0	9	0	HSPD1	500
C221_18473eff7a	26	3	8	0	18	0	MUC4	500
C222_359ae92bad	26	1	26	0	0	0	LIMCH1	500
C223_774d3c6985	26	2	26	0	0	0	RAD17	500
C224_35df15f510	26	7	12	0	14	0	MRPS18B	500
C225_c0686cfab3	26	7	19	0	7	0	C6orf136	500
C226_dc569e6938	26	4	21	0	5	0	BAG6	500
C227_140ba9b731	26	5	10	0	16	0	LY6G5C	500
C228_8aac56eefb	26	5	12	0	14	0	DXO	500
C229_1e236c9056	26	2	4	0	22	0	ENSG00000271793;SNX14	500
C230_d0b859dbd9	26	1	26	0	0	0	ELN	500
C231_3202403434	26	1	0	0	26	0	PVT1	500
C232_0bbf6c48f3	26	1	0	0	26	0	ENSG00000290549	500
C233_620808abda	26	1	26	0	0	0	GSN	500
C234_9d6272ad5b	26	1	26	0	0	0	A1CF	500
C235_d98a887299	26	1	26	0	0	0	ST3GAL4	500
C236_b16ab364e7	26	1	26	0	0	0	CCDC92	500
C237_917812016d	26	1	24	0	2	0	AKT1	500
C238_51bd91fa61	26	1	26	0	0	0	APBA2	500
C239_807d20ed63	26	1	26	0	0	0	DUS2	500
C240_0b08e92f30	26	2	26	0	0	0	SHMT1	500
C241_93c6cf07c7	26	5	0	0	26	0	ENSG00000275496;ENSG00000277067;ENSG00000277991;LINC03104;LINC03105	500
C242_254f028d1c	26	2	26	0	0	0	CD99	500
C243_007e3a5a6e	26	1	8	0	18	0	HDAC6	500
C244_4808f03b80	25	1	24	0	1	0	RAP1GAP	500
C245_4ceefc4af6	25	1	25	0	0	0	ZBTB7B	500
C246_2d4253b910	25	1	25	0	0	0	C4BPA	500
C247_f34c7fc2d7	25	1	25	0	0	0	GULP1	500
C248_b50e8a9f26	25	1	25	0	0	0	HDLBP	500
C249_9a47c53813	25	1	25	0	0	0	CNOT8	500
C250_fddb3e8395	25	1	0	0	25	0	ENSG00000289731	500
C251_2d7a29cabc	25	1	15	0	10	0	CANX	500
C252_2bc9f6b6ac	25	6	21	0	4	0	TRIM27	500
C253_fa8db71cd3	25	5	7	0	18	0	ABHD16A	500
C254_cd45cb44ac	25	2	10	0	15	0	ENSG00000271793;SNX14	500
C255_b596fff9c6	25	1	24	0	1	0	COA1	500
C256_6fca27f7ec	25	2	0	0	25	0	ENSG00000310533;ENSG00000310537	500
C257_1019befb92	25	1	25	0	0	0	TMEM176B	500
C258_d80c58bb71	25	1	0	0	25	0	PVT1	500
C259_b1b7ea3096	25	1	0	0	25	0	ZNF503-AS1	500
C260_a95bf6dfab	25	1	25	0	0	0	SHLD2	500
C261_a87abf0882	25	1	24	0	1	0	POLL	500
C262_4a04bb4d39	25	2	23	0	2	0	RNH1	500
C263_9e3c24244c	25	1	0	0	25	0	ENSG00000304309	500
C264_e02afe6f30	25	1	23	0	2	0	PKM	500
C265_60c2982be5	25	1	25	0	0	0	GPS1	500
C266_fd04ca3701	25	1	24	0	1	0	CERS4	500
C267_e98ef09a0e	25	1	25	0	0	0	MX1	500
C268_ff6b0e72b8	24	1	24	0	0	0	PUM1	500
C269_268005caba	24	1	24	0	0	0	B4GALT3	500
C270_4e28a0d5d9	24	1	24	0	0	0	LRIG1	500
C271_9dfea56c99	24	1	23	0	1	0	SERPINB6	500
C272_92d3e64515	24	8	24	0	0	0	OR11A1	500
C273_34c1bfb978	24	8	8	0	16	0	NCR3	500
C274_167af5938f	24	7	10	0	14	0	NOTCH4	500
C275_4e2be2c89a	24	1	24	0	0	0	TFEB	500
C276_9e2faf61b4	24	3	0	0	24	0	ENSG00000310533;ENSG00000310536;ENSG00000310537	500
C277_aa9ea04679	24	1	24	0	0	0	PPP1R16A	500
C278_262f895d4a	24	1	22	0	2	0	MMS19	500
C279_c2e7b0d362	24	1	21	0	3	0	PHLDB1	500
C280_58d05963da	24	1	0	0	24	0	HISLA	500
C281_732325b2fe	24	2	24	0	0	0	EIF5A	500
C282_18da21a26d	24	1	24	0	0	0	TRIM37	500
C283_6b149237c5	24	1	24	0	0	0	LPAR2	500
C284_b1f19c3815	24	24	0	24	0	0	ENSG00000275422;ENSG00000278345;KIR3DP1	500
C285_0d3894708b	24	2	22	0	2	0	CBS;ENSG00000274276	500
C286_201cf57dd0	24	1	24	0	0	0	MAGED1	500
C287_c46bd2f193	24	4	24	0	0	0	ENSG00000283719;ENSG00000284111;ENSG00000284301;KIR3DS1	500
C288_dde5542d89	24	5	20	0	4	0	BRD2	500
C289_c335d45077	23	1	0	0	23	0	WASH7P	500
C290_b6cdfa741d	23	1	0	0	23	0	DDX11L2	500
C291_f3c98b1770	23	1	23	0	0	0	EPB41	500
C292_60e0589157	23	1	23	0	0	0	PUM1	500
C293_e261642820	23	1	21	0	2	0	CCDC24	500
C294_f63bae0c86	23	1	12	0	11	0	ACSL3	500
C295_61c78a5c32	23	1	23	0	0	0	ZNF148	500
C296_2bad9bb17c	23	1	0	0	23	0	ENSG00000303324	500
C297_dba3b842d7	23	1	23	0	0	0	LIMCH1	500
C298_971a2627c0	23	1	23	0	0	0	ARFIP1	500
C299_872303e1a5	23	1	23	0	0	0	GUCY1A1	500
C300_d1ac6a56b9	23	1	0	0	23	0	SDHAP3	500
C301_2277d9950a	23	2	0	0	23	0	ENSG00000295602;ENSG00000300022	500
C302_aed5c4ac50	23	6	23	0	0	0	POLR1H	500
C303_050f5dafec	23	6	22	0	1	0	MSH5	500
C304_a507209c68	23	7	17	0	6	0	C2	500
C305_46c7d966e4	23	7	23	0	0	0	C2	500
C306_dd957bb2bc	23	1	23	0	0	0	SUN1	500
C307_bfe500c6e5	23	1	23	0	0	0	SLC12A9	500
C308_777702e32a	23	1	0	0	23	0	LINC-PINT	500
C309_3d9fe19807	23	1	22	0	1	0	KANK1	500
C310_324b39ad86	23	1	23	0	0	0	GSN	500
C311_5cb5f6c1c1	23	1	22	0	1	0	DKK3	500
C312_23fcfc524e	23	1	0	0	23	0	LNCRNA-IUR	500
C313_9f9000c7bd	23	1	23	0	0	0	ITGA7	500
C314_b807de33c3	23	1	23	0	0	0	OS9	500
C315_a590b47fbf	23	1	22	0	1	0	CHFR	500
C316_9d021226d1	23	1	22	0	1	0	NDRG2	500
C317_0a12018794	23	1	22	0	1	0	KTN1	500
C318_3699301734	23	1	23	0	0	0	MAN2C1	500
C319_16f24527ae	23	1	23	0	0	0	FAM234A	500
C320_efed23036d	23	1	23	0	0	0	BANP	500
C321_ed7a50844b	23	23	4	1	18	1	ENSG00000215765;ENSG00000274971;ENSG00000278277;ENSG00000278833;ENSG00000283778;ENSG00000283901;ENSG00000283962;ENSG00000284136;ENSG00000284304;ENSG00000284318;ENSG00000284322;ENSG00000284423;ENSG00000284441;ENSG00000290403;ENSG00000290465;ENSG00000290470;ENSG00000290508;ENSG00000290528;ENSG00000290566;ENSG00000290570	500
C322_9723775246	23	5	0	0	23	0	ENSG00000275496;ENSG00000277067;ENSG00000280164;LINC03104;LINC03105	500
C323_7c692c40b5	23	1	23	0	0	0	RANGAP1	500
C324_d62a159723	22	1	22	0	0	0	NBPF15	500
C325_6fb47cc13f	22	1	22	0	0	0	GPR161	500
C326_acf92396c3	22	1	22	0	0	0	MRPL55	500
C327_22bc74982b	22	1	22	0	0	0	FAM168B	500
C328_69f32a1d4c	22	1	21	0	1	0	IMPDH2	500
C329_c514ca9d56	22	1	0	0	22	0	LINC00635	500
C330_436dc09b6f	22	1	22	0	0	0	ST6GAL1	500
C331_e221fe8ced	22	1	6	0	16	0	TFRC	500
C332_2b31572f38	22	22	22	0	0	0	PCDHGA1;PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7;PCDHGC3	500
C333_a04dd8fb4f	22	8	8	0	14	0	LTB	500
C334_cd45ff0b1e	22	6	22	0	0	0	LST1	500
C335_72abbb298d	22	8	12	0	10	0	TAP1	500
C336_e2a3789b3f	22	1	22	0	0	0	TJAP1	500
C337_e8f5c4f115	22	1	22	0	0	0	SLC29A1	500
C338_b89f099a98	22	1	22	0	0	0	HSP90AB1	500
C339_c52221f77b	22	1	22	0	0	0	ELN	500
C340_f8d2138b5d	22	1	5	0	17	0	LAMB1	500
C341_7eb77d7fba	22	2	22	0	0	0	EEF1D	500
C342_6107593b30	22	1	22	0	0	0	ZNF618	500
C343_dc52bc9956	22	1	22	0	0	0	PACSIN3	500
C344_6a8ae8648a	22	1	9	0	13	0	CEP290	500
C345_1770eccef8	22	1	22	0	0	0	USP44	500
C346_511a5391dc	22	2	22	0	0	0	UBL7	500
C347_55d729dedf	22	1	22	0	0	0	ZFAND6	500
C348_fb9cd0e415	22	1	22	0	0	0	ASGR2	500
C349_f415deb839	22	1	0	0	22	0	SNHG29	500
C350_5985b909b0	22	1	22	0	0	0	TMEM94	500
C351_9abb47bf8e	22	1	22	0	0	0	TMC6	500
C352_998378a4f4	22	1	22	0	0	0	CANT1	500
C353_9294738876	22	1	22	0	0	0	HPN	500
C354_cd85af31f8	22	1	21	0	1	0	COQ8B	500
C355_70995d3267	22	1	22	0	0	0	NUCB1	500
C356_c02e9ac2b8	22	10	22	0	0	0	CNOT3	500
C357_1e6f36b94b	22	10	22	0	0	0	GP6	500
C358_f72dd955c4	22	1	22	0	0	0	RALY	500
C359_a266f9b01b	22	1	20	0	2	0	CTSA	500
C360_a70eb8c156	22	1	22	0	0	0	GGT1	500
C361_5a88a38e5d	22	1	22	0	0	0	A4GALT	500
C362_5cf7e13c67	22	1	0	0	22	0	ENSG00000291054	500
C363_6b2a91f303	22	2	18	0	4	0	MOG	500
C364_9200329448	21	1	21	0	0	0	MIB2	500
C365_c3ea35c066	21	1	20	0	1	0	MFN2	500
C366_a6ec1e8551	21	1	21	0	0	0	CRYZ	500
C367_f376f10385	21	1	0	0	21	0	SLC44A3-AS1	500
C368_c6c1d11944	21	2	0	0	21	0	ENSG00000227733;ENSG00000291242	500
C369_33967dd697	21	2	0	0	21	0	PCBP1-AS1	500
C370_c174d82295	21	1	0	0	21	0	ENSG00000291176	500
C371_6d8dfbc8cd	21	1	21	0	0	0	BCS1L	500
C372_3b4c3099a5	21	1	21	0	0	0	TRIP12	500
C373_772cfd8d3f	21	7	0	0	21	0	MUC20-OT1	500
C374_81089afd72	21	1	21	0	0	0	ACSL1	500
C375_2a04e8744e	21	2	0	0	21	0	ENSG00000295602;ENSG00000297805	500
C376_dafda26018	21	7	21	0	0	0	NFKBIL1	500
C377_86822cbf5a	21	10	11	0	10	0	EGFL8;ENSG00000254778;PPT2;PPT2-EGFL8	500
C378_3d490e65fe	21	7	14	0	7	0	AGER	500
C379_95269292e5	21	6	11	0	10	0	SLC39A7	500
C380_7b66805f76	21	1	21	0	0	0	CAMK2B	500
C381_94ff831620	21	2	0	0	21	0	CCT6P3;ENSG00000291124	500
C382_bc02c1c56c	21	1	0	0	21	0	ENSG00000291154	500
C383_20932e7162	21	1	0	0	21	0	CCDC26	500
C384_b6af651c5d	21	1	0	0	21	0	ENSG00000304304	500
C385_818dc1baa2	21	1	21	0	0	0	EGFL7	500
C386_06d0984110	21	1	21	0	0	0	SFTPA1	500
C387_6a6ee435ce	21	1	21	0	0	0	LDB3	500
C388_1896fc558e	21	1	21	0	0	0	TCF7L2	500
C389_4634a87e38	21	1	19	0	2	0	BMAL1	500
C390_84b9e6af15	21	1	21	0	0	0	ZBTB16	500
C391_bb3ed80441	21	1	19	0	2	0	CAPRIN2	500
C392_236aa8dc0f	21	1	21	0	0	0	PXN	500
C393_c87ba3edcf	21	1	0	0	21	0	SYNAGE	500
C394_b44b699997	21	1	15	0	6	0	CACNA1G	500
C395_c860b87887	21	1	20	0	1	0	CPT1C	500
C396_64daee3b81	21	17	21	0	0	0	KIR2DL4	500
C397_3319603db5	21	1	20	0	1	0	ZNF133	500
C398_7c851ee3e8	21	1	0	0	21	0	LINC03125	500
C399_5641a94bb9	21	1	0	0	21	0	LINC03125	500
C400_79d4bfe0c3	21	1	20	0	1	0	GGT1	500
C401_8989828bdd	21	1	21	0	0	0	RBM10	500
C402_565121c4de	21	2	19	0	2	0	MAGED4;MAGED4B	500
C403_84608a7092	21	3	21	0	0	0	MAGEA2;MAGEA2B	500
C404_e9e0c26466	20	1	0	0	20	0	WASH9P	500
C405_40289d61d1	20	1	20	0	0	0	NFYC	500
C406_c88affa0dc	20	1	0	0	20	0	ENSG00000291233	500
C407_4826714b03	20	20	0	0	20	0	RNA5S1;RNA5S10;RNA5S11;RNA5S12;RNA5S13;RNA5S14;RNA5S15;RNA5S16;RNA5S17;RNA5S2;RNA5S3;RNA5S4;RNA5S5;RNA5S6;RNA5S7;RNA5S8	500
C408_133ef42202	20	1	10	0	10	0	DDX1	500
C409_ac43eb8e74	20	1	0	0	20	0	LINC01118	500
C410_b83e16e97e	20	1	20	0	0	0	SEMA4C	500
