cluster_id	cluster_size	n_genes	n_protein_coding	n_pseudogene	n_other	mixed_pc_pseudo	gene_names	window_bp
C76_17889f43ee	37	2	37	0	0	0	FAM156A;FAM156B	600
C77_181d59cf73	36	7	15	0	21	0	PRR3	600
C78_094abe6ee3	36	1	36	0	0	0	HMGA1	600
C79_f4bbdc5c15	36	1	36	0	0	0	EGFL7	600
C80_ddb95ba1e1	35	1	32	0	3	0	MIB2	600
C81_729029505e	35	1	35	0	0	0	EPHX1	600
C82_73b2869640	35	1	33	0	2	0	COQ8A	600
C83_64f3ad7e1c	35	1	35	0	0	0	SPATS2L	600
C84_833c8ef13a	35	1	16	0	19	0	IFT122	600
C85_6b34b92f6b	35	3	29	0	6	0	GTF2I;GTF2IP1;GTF2IP4	600
C86_333dfcdabc	35	1	35	0	0	0	SFTPA2	600
C87_77d8d99140	35	1	35	0	0	0	ADD3	600
C88_bae814eea0	35	1	0	0	35	0	MIR663AHG	600
C89_2df67702c4	35	1	32	0	3	0	GNAS	600
C90_d0427a0738	34	1	0	0	34	0	WASH7P	600
C91_e6844a9acb	34	1	0	0	34	0	WASH9P	600
C92_678b710546	34	8	18	0	16	0	PPP1R18	600
C93_a82bbfb748	34	1	33	0	1	0	MICAL1	600
C94_8604ab0f43	34	1	0	0	34	0	GIRGL	600
C95_bdcce9c33a	34	1	2	0	32	0	ABCC8	600
C96_3d19fd7381	34	2	34	0	0	0	CES1	600
C97_a7bb2c33e7	34	10	34	0	0	0	NLRP2	600
C98_05d6b4e33f	33	1	25	0	8	0	CLCC1	600
C99_2646f3de6d	33	1	0	0	33	0	ENSG00000291176	600
C100_a906370d55	33	7	33	0	0	0	TRIM39	600
C101_38a276e5bb	33	2	31	0	2	0	SLC52A2	600
C102_09781fda8a	33	1	13	0	20	0	ATE1	600
C103_c112f460d7	33	1	32	0	1	0	PPM1A	600
C104_5b2ca83bbf	33	1	32	0	1	0	RABL2B	600
C105_db67da520d	33	1	33	0	0	0	HEPH	600
C106_b04acebc22	32	1	32	0	0	0	ITIH4	600
C107_1b7be9bdc4	32	1	32	0	0	0	ZBTB20	600
C108_0099b9e27c	32	1	26	0	6	0	G3BP2	600
C109_95e5906363	32	7	18	0	14	0	AGER	600
C110_688c1fd465	32	1	0	0	32	0	FAM66A	600
C111_08cd1674e4	32	2	6	0	26	0	IARS1	600
C112_957b5d8c12	32	1	14	0	18	0	HPS1	600
C113_99c9a94d57	32	1	30	0	2	0	CERS4	600
C114_3ea2e0183e	32	1	31	0	1	0	ASCC2	600
C115_fa254676b3	32	21	22	10	0	1	DUX4L2;ENSG00000283767;ENSG00000283820;ENSG00000283830;ENSG00000283878;ENSG00000283884;ENSG00000283893;ENSG00000283898;ENSG00000283955;ENSG00000284002;ENSG00000284025;ENSG00000284066;ENSG00000284174;ENSG00000284181;ENSG00000284210;ENSG00000284262;ENSG00000284383;ENSG00000284475;ENSG00000284496;ENSG00000284502	600
C116_67b91128b1	31	1	14	0	17	0	SGIP1	600
C117_768e651705	31	1	0	0	31	0	LINC01118	600
C118_e9e3d17e6d	31	1	31	0	0	0	SEC31A	600
C119_43f0781174	31	7	19	0	12	0	GABBR1	600
C120_4652e580cd	31	1	31	0	0	0	HMBOX1	600
C121_ff099eff82	31	1	31	0	0	0	TRAF2	600
C122_2cacd9f184	31	1	31	0	0	0	HNRNPC	600
C123_cffd74c599	31	1	18	0	13	0	UBE2I	600
C124_c6e159ed6b	31	1	11	0	20	0	COQ8B	600
C125_5405a454ad	31	31	0	0	31	0	RNU6-222P;U6	600
C126_6838f1730d	31	1	28	0	3	0	SFI1	600
C127_68a43d9cf6	30	1	19	0	11	0	XPO1	600
C128_b6fa8fb93f	30	1	28	0	2	0	PCBP4	600
C129_4e9ca2fd47	30	1	30	0	0	0	SORBS2	600
C130_04638a1b4c	30	30	30	0	0	0	PCDHA1;PCDHA10;PCDHA11;PCDHA12;PCDHA13;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA7;PCDHA8;PCDHA9;PCDHAC1;PCDHAC2	600
C131_53e0b0c34f	30	5	25	0	5	0	TRIM26	600
C132_2c27f52776	30	7	30	0	0	0	PPT2	600
C133_1905c9442d	30	1	29	0	1	0	KTN1	600
C134_3987e79bf8	30	1	30	0	0	0	XRCC3	600
C135_47a5161235	30	5	30	0	0	0	PPP1R11	600
C136_ea381b6dea	29	1	0	0	29	0	ENSG00000310523	600
C137_707cdbfc2a	29	1	29	0	0	0	LRRFIP1	600
C138_d50c97a839	29	1	29	0	0	0	MAP4	600
C139_c0da999d6f	29	1	2	0	27	0	SKIC3	600
C140_73103968e8	29	7	15	0	14	0	LTA	600
C141_085bd3422f	29	7	22	0	7	0	DDAH2	600
C142_728619a826	29	7	29	0	0	0	CLIC1	600
C143_b5c785d793	29	8	7	0	22	0	NEU1	600
C144_55414f070d	29	7	21	0	8	0	GPSM3	600
C145_1eafb78edc	29	1	13	0	16	0	KRIT1	600
C146_8ede006272	29	1	29	0	0	0	CTSB	600
C147_24a53c1a89	29	1	29	0	0	0	GSN	600
C148_855a35ccd2	29	1	29	0	0	0	ZNF239	600
C149_fae91c84be	29	1	28	0	1	0	TSPAN4	600
C150_7774e629cf	29	1	29	0	0	0	FAM111A	600
C151_9edd894471	29	1	28	0	1	0	MEN1	600
C152_72062abcf3	29	1	0	0	29	0	ENSG00000304309	600
C153_ea3000d549	29	1	0	0	29	0	LINC00943	600
C154_8a4e6413d5	29	1	5	0	24	0	MARK3	600
C155_daaf5432c5	29	29	0	29	0	0	ENSG00000228790;ENSG00000273918;ENSG00000274009;ENSG00000274082;ENSG00000274130;ENSG00000274517;ENSG00000276306;ENSG00000276324;ENSG00000276808;ENSG00000276974;ENSG00000276994;ENSG00000277456;ENSG00000277940;ENSG00000278360;ENSG00000278432;ENSG00000283748;ENSG00000283810;ENSG00000283833;ENSG00000283872;ENSG00000283916	600
C156_ead842e27b	29	29	0	29	0	0	LILRP2	600
C157_757fd765a0	29	1	29	0	0	0	MORF4L2	600
C158_b219ee845e	28	1	28	0	0	0	SEPTIN2	600
C159_514f64d6da	28	1	26	0	2	0	IL17RC	600
C160_4703918aaf	28	1	28	0	0	0	LRRFIP2	600
C161_b553ba17c4	28	1	28	0	0	0	DAG1	600
C162_a56f74ed73	28	7	0	0	28	0	POLR1HASP	600
C163_d20cf1c0d2	28	7	28	0	0	0	ATAT1	600
C164_4e8cbf6cd3	28	1	28	0	0	0	ZMYND11	600
C165_c7a37b6dd4	28	1	28	0	0	0	USP54	600
C166_1b3eb1f682	28	1	28	0	0	0	CTNND1	600
C167_ade3ed4a53	28	2	28	0	0	0	CACNA1C	600
C168_8abee3b26e	28	2	28	0	0	0	GMPR2	600
C169_8a2b086645	28	1	28	0	0	0	AKT1	600
C170_7aada74feb	28	1	13	0	15	0	TBCD	600
C171_09252388fc	28	28	0	0	28	0	LILRP2	600
C172_5dc6e55755	28	1	18	0	10	0	PDE9A	600
C173_af81d05176	27	1	27	0	0	0	CAP1	600
C174_ff487e1154	27	1	27	0	0	0	HPCAL1	600
C175_6fb6f41552	27	1	27	0	0	0	PROC	600
C176_6ba823cd47	27	7	27	0	0	0	TUBB	600
C177_1a678a7c07	27	5	15	0	12	0	WHR1	600
C178_a05a07495c	27	5	9	0	18	0	RGL2	600
C179_a1eef37268	27	1	2	0	25	0	TAF2	600
C180_cadb6ca785	27	1	26	0	1	0	CYRIB	600
C181_2ca2616285	27	2	27	0	0	0	RNH1	600
C182_b22ce5ef41	27	1	11	0	16	0	PSEN1	600
C183_e788f7ae4c	27	1	27	0	0	0	RAB34	600
C184_595f00f63a	27	1	25	0	2	0	STARD3	600
C185_6c76b3c230	27	1	27	0	0	0	HDAC5	600
C186_7dc4d8d665	27	1	27	0	0	0	GGT1	600
C187_1a83d8ae08	27	3	9	0	18	0	MUC4	600
C188_933d45fe67	26	1	25	0	1	0	NFYC	600
C189_b8648927a4	26	1	9	0	17	0	KIF5C	600
C190_dc729b0440	26	1	17	0	9	0	HSPD1	600
C191_280dcbd5c1	26	3	8	0	18	0	MUC4	600
C192_4d67c4f62d	26	1	26	0	0	0	LIMCH1	600
C193_b20d8682d4	26	2	26	0	0	0	RAD17	600
C194_e824da2316	26	7	12	0	14	0	MRPS18B	600
C195_85ef3aa00d	26	4	21	0	5	0	BAG6	600
C196_33a40f6bc6	26	5	10	0	16	0	LY6G5C	600
C197_29843b09dd	26	2	4	0	22	0	ENSG00000271793;SNX14	600
C198_4937493d3e	26	1	26	0	0	0	ELN	600
C199_b0ac7ea7fb	26	1	0	0	26	0	PVT1	600
C200_7cfd5e524a	26	1	26	0	0	0	A1CF	600
C201_b867697810	26	1	26	0	0	0	ST3GAL4	600
C202_e9d1ff9691	26	1	26	0	0	0	CCDC92	600
C203_3389139cf8	26	1	24	0	2	0	AKT1	600
C204_7a49dd3845	26	1	26	0	0	0	APBA2	600
C205_2778417de2	26	1	26	0	0	0	DUS2	600
C206_5c5b2fc93d	26	2	26	0	0	0	SHMT1	600
C207_822a9f8d58	26	5	0	0	26	0	ENSG00000275496;ENSG00000277067;ENSG00000277991;LINC03104;LINC03105	600
C208_b3758bbbf5	26	1	8	0	18	0	HDAC6	600
C209_5dd53ded84	25	1	24	0	1	0	RAP1GAP	600
C210_d858673845	25	1	25	0	0	0	ZBTB7B	600
C211_775e22da64	25	1	25	0	0	0	DAP3	600
C212_7bb3ad26fc	25	1	25	0	0	0	GULP1	600
C213_ea67dbe138	25	1	25	0	0	0	HDLBP	600
C214_243c4a6d65	25	1	25	0	0	0	CNOT8	600
C215_3edd47d6a2	25	1	0	0	25	0	ENSG00000289731	600
C216_7bb1aff890	25	1	15	0	10	0	CANX	600
C217_70fda2f2c7	25	6	21	0	4	0	TRIM27	600
C218_6d04dcf0bc	25	2	10	0	15	0	ENSG00000271793;SNX14	600
C219_dadd65fd96	25	1	25	0	0	0	TMEM176B	600
C220_d5f1426d93	25	2	25	0	0	0	PTP4A3	600
C221_ae56962c1b	25	1	0	0	25	0	ZNF503-AS1	600
C222_38269e5253	25	1	25	0	0	0	SHLD2	600
C223_9d27e49d1b	25	1	24	0	1	0	POLL	600
C224_eeb60bc5b2	25	2	23	0	2	0	RNH1	600
C225_9fbafc380c	25	1	23	0	2	0	PKM	600
C226_7f436eda9b	25	1	0	0	25	0	RRN3P2	600
C227_1fae91eea1	25	1	24	0	1	0	CERS4	600
C228_38f880f7fc	25	1	25	0	0	0	MX1	600
C229_9402d471d4	24	1	24	0	0	0	PUM1	600
C230_5ef1847c5a	24	1	24	0	0	0	B4GALT3	600
C231_0be2b17a89	24	1	24	0	0	0	LRIG1	600
C232_160258be9c	24	1	23	0	1	0	SERPINB6	600
C233_caccd22534	24	8	24	0	0	0	OR11A1	600
C234_3f947b106e	24	5	6	0	18	0	ABHD16A	600
C235_e6f7f6f099	24	7	10	0	14	0	NOTCH4	600
C236_7bf0082e11	24	8	24	0	0	0	PSMB8	600
C237_927aa16863	24	1	24	0	0	0	TFEB	600
C238_80619a70a4	24	1	24	0	0	0	COA1	600
C239_2e44454f19	24	1	24	0	0	0	TBRG4	600
C240_257b9c87c8	24	1	24	0	0	0	PPP1R16A	600
C241_fa85e9ac85	24	1	24	0	0	0	GSN	600
C242_a9e8aa91a4	24	1	21	0	3	0	PHLDB1	600
C243_ecf7c7af39	24	2	24	0	0	0	EIF5A	600
C244_488d74ed0f	24	1	24	0	0	0	TRIM37	600
C245_8b634a62ea	24	1	24	0	0	0	LPAR2	600
C246_b9c81b9c9e	24	2	22	0	2	0	CBS;ENSG00000274276	600
C247_39785ff2f5	24	2	22	0	2	0	USP16	600
C248_67f1dd9e21	24	1	24	0	0	0	MAGED1	600
C249_7a319ff29e	24	4	24	0	0	0	ENSG00000283719;ENSG00000284111;ENSG00000284301;KIR3DS1	600
C250_afa0c28f85	24	5	20	0	4	0	BRD2	600
C251_a6783bc909	23	1	0	0	23	0	DDX11L2	600
C252_a808d83018	23	1	23	0	0	0	EPB41	600
C253_0cf7276086	23	1	23	0	0	0	PUM1	600
C254_dfd40c3aea	23	1	23	0	0	0	C4BPA	600
C255_685a8b6204	23	1	12	0	11	0	ACSL3	600
C256_cc769723b0	23	1	23	0	0	0	LIMCH1	600
C257_40993d524f	23	1	23	0	0	0	ARFIP1	600
C258_de9afb80ba	23	1	23	0	0	0	GUCY1A1	600
C259_07047de57c	23	2	0	0	23	0	ENSG00000295602;ENSG00000300022	600
C260_93f470f520	23	6	23	0	0	0	POLR1H	600
C261_015746128f	23	7	23	0	0	0	C2	600
C262_3f37d7b063	23	1	23	0	0	0	SUN1	600
C263_260c60e95c	23	1	23	0	0	0	SLC12A9	600
C264_69037ff21f	23	1	0	0	23	0	LINC-PINT	600
C265_ef3d51eb1c	23	1	22	0	1	0	KANK1	600
C266_25b7e2339a	23	1	23	0	0	0	GSN	600
C267_f654c3a037	23	1	21	0	2	0	MMS19	600
C268_1a1b4d7b0d	23	1	22	0	1	0	DKK3	600
C269_19420a2353	23	1	0	0	23	0	LNCRNA-IUR	600
C270_8576823144	23	1	23	0	0	0	ITGA7	600
C271_cc66b08b9e	23	1	23	0	0	0	OS9	600
C272_5d84ab2302	23	1	22	0	1	0	CHFR	600
C273_b63e46adf1	23	1	22	0	1	0	NDRG2	600
C274_9fbce591fb	23	1	22	0	1	0	KTN1	600
C275_c0ab5d3e68	23	1	23	0	0	0	FAM234A	600
C276_6e1b8c5264	23	1	0	0	23	0	MIR663AHG	600
C277_b048f25f44	23	5	0	0	23	0	ENSG00000275496;ENSG00000277067;ENSG00000280164;LINC03104;LINC03105	600
C278_4a569c95a2	23	1	23	0	0	0	RANGAP1	600
C279_46018c04f7	22	1	22	0	0	0	NBPF15	600
C280_97f11bfef3	22	1	22	0	0	0	FAM168B	600
C281_421595aa84	22	1	0	0	22	0	LINC00635	600
C282_fb9d3fd6cf	22	1	22	0	0	0	ST6GAL1	600
C283_b9536ed795	22	1	6	0	16	0	TFRC	600
C284_b0d0c00341	22	22	22	0	0	0	PCDHGA1;PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7;PCDHGC3	600
C285_94e29ce601	22	8	8	0	14	0	LTB	600
C286_cf92d3214c	22	5	12	0	10	0	DXO	600
C287_9a60a8dc97	22	1	22	0	0	0	TJAP1	600
C288_902d30ffd8	22	1	22	0	0	0	SLC29A1	600
C289_ffcd4632c6	22	1	22	0	0	0	ELN	600
C290_a911ee6298	22	1	5	0	17	0	LAMB1	600
C291_027ea69c7d	22	2	22	0	0	0	EEF1D	600
C292_eba821a114	22	1	22	0	0	0	ZNF618	600
C293_f7e3d00c7a	22	1	22	0	0	0	PACSIN3	600
C294_c92031e5de	22	1	22	0	0	0	USP44	600
C295_f19d01b158	22	1	22	0	0	0	ZFAND6	600
C296_69c44653df	22	1	22	0	0	0	ASGR2	600
C297_4e04678d0d	22	1	0	0	22	0	SNHG29	600
C298_2dca7dc6ee	22	1	22	0	0	0	TMEM94	600
C299_83ac82f2fa	22	1	22	0	0	0	TMC6	600
C300_8275b19550	22	1	22	0	0	0	CANT1	600
C301_8bad1993c5	22	1	22	0	0	0	HPN	600
C302_ec18013135	22	1	21	0	1	0	COQ8B	600
C303_5f80f2aaf6	22	1	22	0	0	0	NUCB1	600
C304_d9841f3c8a	22	22	3	1	18	1	ENSG00000215765;ENSG00000274971;ENSG00000278277;ENSG00000278833;ENSG00000283778;ENSG00000283901;ENSG00000283962;ENSG00000284136;ENSG00000284304;ENSG00000284318;ENSG00000284322;ENSG00000284423;ENSG00000284441;ENSG00000290403;ENSG00000290465;ENSG00000290470;ENSG00000290508;ENSG00000290528;ENSG00000290566;ENSG00000290570	600
C305_02746fe320	22	10	22	0	0	0	GP6	600
C306_2074288d83	22	1	0	0	22	0	MIR663AHG	600
C307_ede3fe7038	22	1	22	0	0	0	RALY	600
C308_f449d870ec	22	1	22	0	0	0	GGT1	600
C309_11feb29516	22	1	22	0	0	0	A4GALT	600
C310_d2250f0896	22	1	0	0	22	0	ENSG00000291054	600
C311_375d0357fe	22	2	18	0	4	0	MOG	600
C312_2014d0c732	21	1	0	0	21	0	WASH7P	600
C313_cd1c5df184	21	1	21	0	0	0	MIB2	600
C314_82918f9418	21	1	20	0	1	0	MFN2	600
C315_d6a16c6e4e	21	1	20	0	1	0	CCDC24	600
C316_b8ea269005	21	1	21	0	0	0	CRYZ	600
C317_1db449cb6b	21	1	0	0	21	0	SLC44A3-AS1	600
C318_212ccdd425	21	2	0	0	21	0	PCBP1-AS1	600
C319_8f8ec7ad26	21	1	0	0	21	0	ENSG00000291176	600
C320_cb7c8bb0bc	21	1	21	0	0	0	TRIP12	600
C321_6343f9e615	21	1	21	0	0	0	ZNF148	600
C322_4b4190f70e	21	7	0	0	21	0	MUC20-OT1	600
C323_97a2968c79	21	1	21	0	0	0	ACSL1	600
C324_e3e4386f07	21	1	0	0	21	0	SDHAP3	600
C325_d92e8c2e59	21	7	21	0	0	0	NFKBIL1	600
C326_93629db739	21	7	14	0	7	0	AGER	600
C327_da043c0da7	21	8	11	0	10	0	TAP1	600
C328_54416d3d16	21	1	21	0	0	0	HSP90AB1	600
C329_25e2e2faf0	21	2	0	0	21	0	CCT6P3;ENSG00000291124	600
C330_b3b988417c	21	1	0	0	21	0	ENSG00000291154	600
C331_1133edb4cf	21	1	0	0	21	0	CCDC26	600
C332_cec47e82f9	21	1	21	0	0	0	SFTPA1	600
C333_dd5baa3ffd	21	1	21	0	0	0	LDB3	600
C334_d4f4c866d4	21	1	21	0	0	0	TCF7L2	600
C335_4344250c47	21	1	19	0	2	0	BMAL1	600
C336_7d918fd159	21	1	21	0	0	0	ZBTB16	600
C337_37bb067d94	21	1	0	0	21	0	ENSG00000304309	600
C338_1743816365	21	1	19	0	2	0	CAPRIN2	600
C339_90bb861ba8	21	1	21	0	0	0	PXN	600
C340_ad289feefc	21	1	0	0	21	0	LINC01198	600
C341_3bbca69f60	21	2	21	0	0	0	UBL7	600
C342_249170a830	21	1	15	0	6	0	CACNA1G	600
C343_5f49589e6f	21	1	21	0	0	0	GPS1	600
C344_17f61de442	21	17	21	0	0	0	KIR2DL4	600
C345_df75ef1f96	21	1	20	0	1	0	ZNF133	600
C346_10373c6f77	21	1	19	0	2	0	CTSA	600
C347_b19ab685a6	21	1	20	0	1	0	GGT1	600
C348_ca4459603a	21	1	21	0	0	0	RBM10	600
C349_afca650161	21	2	19	0	2	0	MAGED4;MAGED4B	600
C350_0625ca6cf3	21	3	21	0	0	0	MAGEA2;MAGEA2B	600
C351_b4998366d8	20	1	0	0	20	0	WASH9P	600
C352_966cba4b40	20	1	20	0	0	0	NFYC	600
C353_6b0330a6f8	20	1	0	0	20	0	ENSG00000291233	600
C354_4826714b03	20	20	0	0	20	0	RNA5S1;RNA5S10;RNA5S11;RNA5S12;RNA5S13;RNA5S14;RNA5S15;RNA5S16;RNA5S17;RNA5S2;RNA5S3;RNA5S4;RNA5S5;RNA5S6;RNA5S7;RNA5S8	600
C355_c8f5a83520	20	1	0	0	20	0	LINC01118	600
C356_aad5d9214c	20	1	20	0	0	0	SEMA4C	600
C357_3fa1f8e8b6	20	1	20	0	0	0	SPATS2L	600
C358_bba69c2e9c	20	1	20	0	0	0	BCS1L	600
C359_3dc9b2af66	20	1	19	0	1	0	TBC1D5	600
C360_f48e569e95	20	1	19	0	1	0	ABI3BP	600
C361_427cd9f9b4	20	1	13	0	7	0	CEP63	600
C362_7eb4cfeb09	20	1	20	0	0	0	ZBTB38	600
C363_80423deeb4	20	2	20	0	0	0	CANX	600
C364_3ed6e86c6f	20	1	19	0	1	0	ZNF76	600
C365_de352c00b3	20	1	20	0	0	0	ABRACL	600
C366_053e459fab	20	1	6	0	14	0	PMS2	600
C367_661e8df156	20	1	0	0	20	0	PVT1	600
C368_0c406ba870	20	1	3	0	17	0	ELP1	600
C369_57b5582190	20	1	20	0	0	0	ITGB1	600
C370_a5b12fd475	20	1	20	0	0	0	WASHC2C	600
C371_08e51cd676	20	1	20	0	0	0	SORBS1	600
C372_b7592a3ab2	20	1	20	0	0	0	DENND2B	600
C373_0f61384310	20	1	20	0	0	0	NR1H3	600
C374_a8775b190b	20	1	15	0	5	0	ALG8	600
C375_28e3fc347c	20	1	20	0	0	0	C2CD5	600
C376_adf00dbe5d	20	1	20	0	0	0	SLC38A1	600
C377_8ac2f7ff66	20	1	0	0	20	0	TNS2-AS1	600
C378_d6c7343966	20	1	20	0	0	0	NUMB	600
C379_19b568c78d	20	1	20	0	0	0	PIF1	600
C380_bc618aeeb3	20	1	17	0	3	0	ULK3	600
C381_fd8b4929b1	20	1	20	0	0	0	CARHSP1	600
C382_cb15d65ea6	20	2	20	0	0	0	SYNRG	600
C383_e87d200aed	20	1	20	0	0	0	ACLY	600
C384_c4303d138d	20	1	0	0	20	0	LINC00908	600
C385_3c9f22b98f	20	1	17	0	3	0	ACP5	600
C386_034f94f490	20	1	20	0	0	0	ZNF331	600
C387_bb95604842	20	1	0	0	20	0	MIR663AHG	600
C388_3d31b33a9d	20	1	20	0	0	0	PKIG	600
C389_be14ecbb70	20	5	0	0	20	0	ENSG00000275496;ENSG00000277067;ENSG00000277991;LINC03104;LINC03105	600
C390_b521cf778e	20	1	0	0	20	0	GUSBP11	600
C391_d4b4222759	20	1	20	0	0	0	GGT1	600
C392_6951691d0e	20	2	0	0	20	0	LINC03112	600
C393_d731ed9007	19	1	0	0	19	0	WASH9P	600
C394_5820cb46e3	19	1	18	0	1	0	MFAP2	600
C395_fdb71f6e61	19	1	19	0	0	0	CYP4A11	600
C396_6f0f8c1035	19	1	19	0	0	0	COLEC11	600
C397_b4c3fffb08	19	1	19	0	0	0	ANXA4	600
C398_b39d2d1957	19	1	19	0	0	0	PROC	600
C399_c7df6a0039	19	1	18	0	1	0	TANC1	600
C400_7cd0a63f1f	19	1	17	0	2	0	MFF	600
C401_843a0c8902	19	1	6	0	13	0	IFT122	600
C402_021548997f	19	1	19	0	0	0	LIMCH1	600
C403_58a41199c2	19	1	19	0	0	0	IL15	600
C404_a6eff8a687	19	2	0	0	19	0	ENSG00000295602;ENSG00000297805	600
C405_d84f4c7eba	19	1	18	0	1	0	PDLIM7	600
C406_fce024a1f2	19	7	19	0	0	0	ABCF1	600
C407_4f9824ac0c	19	7	19	0	0	0	C6orf136	600
C408_1ecb9d9cc0	19	10	14	0	5	0	CSNK2B;ENSG00000263020;LY6G5B	600
C409_aafb6fdf28	19	5	18	0	1	0	MSH5	600
C410_9292258a50	19	6	7	0	12	0	LSM2	600
C411_12a14b8ff6	19	7	19	0	0	0	HLA-DPB1	600
C412_3792f680fa	19	1	0	0	19	0	WAKMAR2	600
