group	functional_gene	position	shared_90pct
classI_A_clade	HLA-A	56	1
classI_A_clade	HLA-A	57	1
classI_A_clade	HLA-A	58	1
classI_A_clade	HLA-A	59	1
classI_A_clade	HLA-A	60	1
classI_A_clade	HLA-A	61	1
classI_A_clade	HLA-A	62	1
classI_A_clade	HLA-A	63	1
classI_A_clade	HLA-A	64	1
classI_A_clade	HLA-A	65	1
classI_A_clade	HLA-A	66	1
classI_A_clade	HLA-A	67	1
classI_A_clade	HLA-A	68	1
classI_A_clade	HLA-A	69	1
classI_A_clade	HLA-A	70	1
classI_A_clade	HLA-A	71	1
classI_A_clade	HLA-A	72	1
classI_A_clade	HLA-A	73	1
classI_A_clade	HLA-A	74	1
classI_A_clade	HLA-A	75	1
classI_A_clade	HLA-A	76	1
classI_A_clade	HLA-A	77	1
classI_A_clade	HLA-A	78	1
classI_A_clade	HLA-A	79	1
classI_A_clade	HLA-A	80	1
classI_A_clade	HLA-A	81	1
classI_A_clade	HLA-A	82	1
classI_A_clade	HLA-A	83	1
classI_A_clade	HLA-A	84	1
classI_A_clade	HLA-A	85	1
classI_A_clade	HLA-A	86	1
classI_A_clade	HLA-A	87	1
classI_A_clade	HLA-A	88	1
classI_A_clade	HLA-A	89	1
classI_A_clade	HLA-A	90	1
classI_A_clade	HLA-A	91	1
classI_A_clade	HLA-A	92	1
classI_A_clade	HLA-A	93	1
classI_A_clade	HLA-A	94	1
classI_A_clade	HLA-A	95	1
classI_A_clade	HLA-A	96	1
classI_A_clade	HLA-A	97	1
classI_A_clade	HLA-A	98	1
classI_A_clade	HLA-A	99	1
classI_A_clade	HLA-A	100	1
classI_A_clade	HLA-A	101	1
classI_A_clade	HLA-A	102	1
classI_A_clade	HLA-A	103	1
classI_A_clade	HLA-A	104	1
classI_A_clade	HLA-A	105	1
classI_A_clade	HLA-A	106	1
classI_A_clade	HLA-A	107	1
classI_A_clade	HLA-A	108	1
classI_A_clade	HLA-A	109	1
classI_A_clade	HLA-A	110	1
classI_A_clade	HLA-A	111	1
classI_A_clade	HLA-A	112	1
classI_A_clade	HLA-A	113	1
classI_A_clade	HLA-A	114	1
classI_A_clade	HLA-A	115	1
classI_A_clade	HLA-A	116	1
classI_A_clade	HLA-A	117	1
classI_A_clade	HLA-A	118	1
classI_A_clade	HLA-A	119	1
classI_A_clade	HLA-A	120	1
classI_A_clade	HLA-A	121	1
classI_A_clade	HLA-A	122	1
classI_A_clade	HLA-A	123	1
classI_A_clade	HLA-A	124	1
classI_A_clade	HLA-A	125	1
classI_A_clade	HLA-A	126	1
classI_A_clade	HLA-A	127	1
classI_A_clade	HLA-A	128	1
classI_A_clade	HLA-A	129	1
classI_A_clade	HLA-A	130	1
classI_A_clade	HLA-A	131	1
classI_A_clade	HLA-A	132	1
classI_A_clade	HLA-A	133	1
classI_A_clade	HLA-A	134	1
classI_A_clade	HLA-A	135	1
classI_A_clade	HLA-A	136	1
classI_A_clade	HLA-A	137	1
classI_A_clade	HLA-A	138	1
classI_A_clade	HLA-A	139	1
classI_A_clade	HLA-A	140	1
classI_A_clade	HLA-A	141	1
classI_A_clade	HLA-A	142	1
classI_A_clade	HLA-A	143	1
classI_A_clade	HLA-A	144	1
classI_A_clade	HLA-A	145	1
classI_A_clade	HLA-A	146	1
classI_A_clade	HLA-A	147	1
classI_A_clade	HLA-A	148	1
classI_A_clade	HLA-A	149	1
classI_A_clade	HLA-A	150	1
classI_A_clade	HLA-A	151	1
classI_A_clade	HLA-A	152	1
classI_A_clade	HLA-A	153	1
classI_A_clade	HLA-A	154	1
classI_A_clade	HLA-A	155	1
classI_A_clade	HLA-A	156	1
classI_A_clade	HLA-A	157	1
classI_A_clade	HLA-A	158	1
classI_A_clade	HLA-A	159	1
classI_A_clade	HLA-A	160	1
classI_A_clade	HLA-A	161	1
classI_A_clade	HLA-A	162	1
classI_A_clade	HLA-A	163	1
classI_A_clade	HLA-A	164	1
classI_A_clade	HLA-A	165	1
classI_A_clade	HLA-A	166	1
classI_A_clade	HLA-A	167	1
classI_A_clade	HLA-A	168	1
classI_A_clade	HLA-A	169	1
classI_A_clade	HLA-A	170	1
classI_A_clade	HLA-A	171	1
classI_A_clade	HLA-A	172	1
classI_A_clade	HLA-A	173	1
classI_A_clade	HLA-A	174	1
classI_A_clade	HLA-A	175	1
classI_A_clade	HLA-A	176	1
classI_A_clade	HLA-A	177	1
classI_A_clade	HLA-A	178	1
classI_A_clade	HLA-A	179	1
classI_A_clade	HLA-A	180	1
classI_A_clade	HLA-A	181	1
classI_A_clade	HLA-A	182	1
classI_A_clade	HLA-A	183	1
classI_A_clade	HLA-A	184	1
classI_A_clade	HLA-A	185	1
classI_A_clade	HLA-A	186	1
classI_A_clade	HLA-A	187	1
classI_A_clade	HLA-A	188	1
classI_A_clade	HLA-A	189	1
classI_A_clade	HLA-A	190	1
classI_A_clade	HLA-A	191	1
classI_A_clade	HLA-A	192	1
classI_A_clade	HLA-A	193	1
classI_A_clade	HLA-A	194	1
classI_A_clade	HLA-A	195	0
classI_A_clade	HLA-A	196	0
classI_A_clade	HLA-A	197	0
classI_A_clade	HLA-A	198	0
classI_A_clade	HLA-A	199	0
classI_A_clade	HLA-A	200	0
classI_A_clade	HLA-A	201	0
classI_A_clade	HLA-A	202	0
classI_A_clade	HLA-A	203	0
classI_A_clade	HLA-A	204	0
classI_A_clade	HLA-A	205	0
classI_A_clade	HLA-A	206	0
classI_A_clade	HLA-A	207	0
classI_A_clade	HLA-A	208	0
classI_A_clade	HLA-A	209	0
classI_A_clade	HLA-A	210	0
classI_A_clade	HLA-A	211	0
classI_A_clade	HLA-A	212	0
classI_A_clade	HLA-A	213	0
classI_A_clade	HLA-A	214	0
classI_A_clade	HLA-A	215	0
classI_A_clade	HLA-A	216	0
classI_A_clade	HLA-A	217	0
classI_A_clade	HLA-A	218	0
classI_A_clade	HLA-A	219	0
classI_A_clade	HLA-A	220	0
classI_A_clade	HLA-A	221	0
classI_A_clade	HLA-A	222	0
classI_A_clade	HLA-A	223	0
classI_A_clade	HLA-A	224	0
classI_A_clade	HLA-A	225	0
classI_A_clade	HLA-A	226	0
classI_A_clade	HLA-A	227	0
classI_A_clade	HLA-A	228	0
classI_A_clade	HLA-A	229	0
classI_A_clade	HLA-A	230	0
classI_A_clade	HLA-A	231	0
classI_A_clade	HLA-A	232	0
classI_A_clade	HLA-A	233	0
classI_A_clade	HLA-A	234	0
classI_A_clade	HLA-A	235	0
classI_A_clade	HLA-A	236	0
classI_A_clade	HLA-A	237	0
classI_A_clade	HLA-A	238	0
classI_A_clade	HLA-A	239	0
classI_A_clade	HLA-A	240	0
classI_A_clade	HLA-A	241	0
classI_A_clade	HLA-A	242	0
classI_A_clade	HLA-A	243	0
classI_A_clade	HLA-A	244	0
classI_A_clade	HLA-A	245	0
classI_A_clade	HLA-A	246	0
classI_A_clade	HLA-A	247	0
classI_A_clade	HLA-A	248	0
classI_A_clade	HLA-A	249	0
classI_A_clade	HLA-A	250	0
classI_A_clade	HLA-A	251	0
classI_A_clade	HLA-A	252	0
classI_A_clade	HLA-A	253	0
classI_A_clade	HLA-A	254	0
classI_A_clade	HLA-A	255	0
classI_A_clade	HLA-A	256	0
classI_A_clade	HLA-A	257	0
classI_A_clade	HLA-A	258	0
classI_A_clade	HLA-A	259	0
classI_A_clade	HLA-A	260	0
classI_A_clade	HLA-A	261	0
classI_A_clade	HLA-A	262	0
classI_A_clade	HLA-A	263	0
classI_A_clade	HLA-A	264	0
classI_A_clade	HLA-A	265	0
classI_A_clade	HLA-A	266	0
classI_A_clade	HLA-A	267	0
classI_A_clade	HLA-A	268	0
classI_A_clade	HLA-A	269	0
classI_A_clade	HLA-A	270	0
classI_A_clade	HLA-A	271	0
classI_A_clade	HLA-A	272	0
classI_A_clade	HLA-A	273	0
classI_A_clade	HLA-A	274	0
classI_A_clade	HLA-A	275	0
classI_A_clade	HLA-A	276	0
classI_A_clade	HLA-A	277	0
classI_A_clade	HLA-A	278	0
classI_A_clade	HLA-A	279	0
classI_A_clade	HLA-A	280	0
classI_A_clade	HLA-A	281	0
classI_A_clade	HLA-A	282	0
classI_A_clade	HLA-A	283	0
classI_A_clade	HLA-A	284	0
classI_A_clade	HLA-A	285	0
classI_A_clade	HLA-A	286	0
classI_A_clade	HLA-A	287	0
classI_A_clade	HLA-A	288	0
classI_A_clade	HLA-A	289	0
classI_A_clade	HLA-A	290	0
classI_A_clade	HLA-A	291	0
classI_A_clade	HLA-A	292	0
classI_A_clade	HLA-A	293	0
classI_A_clade	HLA-A	294	0
classI_A_clade	HLA-A	295	0
classI_A_clade	HLA-A	296	0
classI_A_clade	HLA-A	297	0
classI_A_clade	HLA-A	298	0
classI_A_clade	HLA-A	299	0
classI_A_clade	HLA-A	300	0
classI_A_clade	HLA-A	301	0
classI_A_clade	HLA-A	302	0
classI_A_clade	HLA-A	303	0
classI_A_clade	HLA-A	304	0
classI_A_clade	HLA-A	305	0
classI_A_clade	HLA-A	306	0
classI_A_clade	HLA-A	307	0
classI_A_clade	HLA-A	308	0
classI_A_clade	HLA-A	309	0
classI_A_clade	HLA-A	310	0
classI_A_clade	HLA-A	311	0
classI_A_clade	HLA-A	312	0
classI_A_clade	HLA-A	313	0
classI_A_clade	HLA-A	314	0
classI_A_clade	HLA-A	315	0
classI_A_clade	HLA-A	316	0
classI_A_clade	HLA-A	317	0
classI_A_clade	HLA-A	318	0
classI_A_clade	HLA-A	319	0
classI_A_clade	HLA-A	320	0
classI_A_clade	HLA-A	321	0
classI_A_clade	HLA-A	322	0
classI_A_clade	HLA-A	323	0
classI_A_clade	HLA-A	324	0
classI_A_clade	HLA-A	325	0
classI_A_clade	HLA-A	326	0
classI_A_clade	HLA-A	327	0
classI_A_clade	HLA-A	328	0
classI_A_clade	HLA-A	329	0
classI_A_clade	HLA-A	330	0
classI_A_clade	HLA-A	331	0
classI_A_clade	HLA-A	332	0
classI_A_clade	HLA-A	333	0
classI_A_clade	HLA-A	334	0
classI_A_clade	HLA-A	335	0
classI_A_clade	HLA-A	336	0
classI_A_clade	HLA-A	337	0
classI_A_clade	HLA-A	338	0
classI_A_clade	HLA-A	339	0
classI_A_clade	HLA-A	340	0
classI_A_clade	HLA-A	341	0
classI_A_clade	HLA-A	342	0
classI_A_clade	HLA-A	343	0
classI_A_clade	HLA-A	344	0
classI_A_clade	HLA-A	345	0
classI_A_clade	HLA-A	346	0
classI_A_clade	HLA-A	347	0
classI_A_clade	HLA-A	348	0
classI_A_clade	HLA-A	349	0
classI_A_clade	HLA-A	350	0
classI_A_clade	HLA-A	351	0
classI_A_clade	HLA-A	352	0
classI_A_clade	HLA-A	353	0
classI_A_clade	HLA-A	354	0
classI_A_clade	HLA-A	355	0
classI_A_clade	HLA-A	356	0
classI_A_clade	HLA-A	357	0
classI_A_clade	HLA-A	358	0
classI_A_clade	HLA-A	359	0
classI_A_clade	HLA-A	360	0
classI_A_clade	HLA-A	361	0
classI_A_clade	HLA-A	362	0
classI_A_clade	HLA-A	363	1
classI_A_clade	HLA-A	364	1
classI_A_clade	HLA-A	365	1
classI_A_clade	HLA-A	366	1
classI_A_clade	HLA-A	367	1
classI_A_clade	HLA-A	368	1
classI_A_clade	HLA-A	369	1
classI_A_clade	HLA-A	370	1
classI_A_clade	HLA-A	371	1
classI_A_clade	HLA-A	372	1
classI_A_clade	HLA-A	373	1
classI_A_clade	HLA-A	374	1
classI_A_clade	HLA-A	375	1
classI_A_clade	HLA-A	376	1
classI_A_clade	HLA-A	377	1
classI_A_clade	HLA-A	378	1
classI_A_clade	HLA-A	379	1
classI_A_clade	HLA-A	380	1
classI_A_clade	HLA-A	381	1
classI_A_clade	HLA-A	382	1
classI_A_clade	HLA-A	383	1
classI_A_clade	HLA-A	384	1
classI_A_clade	HLA-A	385	1
classI_A_clade	HLA-A	386	1
classI_A_clade	HLA-A	387	1
classI_A_clade	HLA-A	388	1
classI_A_clade	HLA-A	389	1
classI_A_clade	HLA-A	390	1
classI_A_clade	HLA-A	391	1
classI_A_clade	HLA-A	392	1
classI_A_clade	HLA-A	393	1
classI_A_clade	HLA-A	394	1
classI_A_clade	HLA-A	395	1
classI_A_clade	HLA-A	396	1
classI_A_clade	HLA-A	397	1
classI_A_clade	HLA-A	398	1
classI_A_clade	HLA-A	399	1
classI_A_clade	HLA-A	400	1
classI_A_clade	HLA-A	401	1
classI_A_clade	HLA-A	402	1
classI_A_clade	HLA-A	403	1
classI_A_clade	HLA-A	404	1
classI_A_clade	HLA-A	405	1
classI_A_clade	HLA-A	406	1
classI_A_clade	HLA-A	407	1
classI_A_clade	HLA-A	408	1
classI_A_clade	HLA-A	409	1
classI_A_clade	HLA-A	410	1
classI_A_clade	HLA-A	411	1
classI_A_clade	HLA-A	412	1
classI_A_clade	HLA-A	413	1
classI_A_clade	HLA-A	414	1
classI_A_clade	HLA-A	415	1
classI_A_clade	HLA-A	416	1
classI_A_clade	HLA-A	417	1
classI_A_clade	HLA-A	418	1
classI_A_clade	HLA-A	419	1
classI_A_clade	HLA-A	420	1
classI_A_clade	HLA-A	421	1
classI_A_clade	HLA-A	422	1
classI_A_clade	HLA-A	423	1
classI_A_clade	HLA-A	424	1
classI_A_clade	HLA-A	425	1
classI_A_clade	HLA-A	426	1
classI_A_clade	HLA-A	427	1
classI_A_clade	HLA-A	428	1
classI_A_clade	HLA-A	429	1
classI_A_clade	HLA-A	430	1
classI_A_clade	HLA-A	431	1
classI_A_clade	HLA-A	432	1
classI_A_clade	HLA-A	433	1
classI_A_clade	HLA-A	434	1
classI_A_clade	HLA-A	435	1
classI_A_clade	HLA-A	436	1
classI_A_clade	HLA-A	437	1
classI_A_clade	HLA-A	438	1
classI_A_clade	HLA-A	439	1
classI_A_clade	HLA-A	440	1
classI_A_clade	HLA-A	441	1
classI_A_clade	HLA-A	442	1
classI_A_clade	HLA-A	443	1
classI_A_clade	HLA-A	444	1
classI_A_clade	HLA-A	445	1
classI_A_clade	HLA-A	446	1
classI_A_clade	HLA-A	447	1
classI_A_clade	HLA-A	448	1
classI_A_clade	HLA-A	449	1
classI_A_clade	HLA-A	450	1
classI_A_clade	HLA-A	451	1
classI_A_clade	HLA-A	452	1
classI_A_clade	HLA-A	453	1
classI_A_clade	HLA-A	454	1
classI_A_clade	HLA-A	455	1
classI_A_clade	HLA-A	456	1
classI_A_clade	HLA-A	457	1
classI_A_clade	HLA-A	458	1
classI_A_clade	HLA-A	459	1
classI_A_clade	HLA-A	460	1
classI_A_clade	HLA-A	461	1
classI_A_clade	HLA-A	462	1
classI_A_clade	HLA-A	463	1
classI_A_clade	HLA-A	464	1
classI_A_clade	HLA-A	465	1
classI_A_clade	HLA-A	466	1
classI_A_clade	HLA-A	467	1
classI_A_clade	HLA-A	468	1
classI_A_clade	HLA-A	469	1
classI_A_clade	HLA-A	470	1
classI_A_clade	HLA-A	471	1
classI_A_clade	HLA-A	472	1
classI_A_clade	HLA-A	473	1
classI_A_clade	HLA-A	474	1
classI_A_clade	HLA-A	475	1
classI_A_clade	HLA-A	476	1
classI_A_clade	HLA-A	477	1
classI_A_clade	HLA-A	478	1
classI_A_clade	HLA-A	479	1
classI_A_clade	HLA-A	480	1
classI_A_clade	HLA-A	481	1
classI_A_clade	HLA-A	482	1
classI_A_clade	HLA-A	483	1
classI_A_clade	HLA-A	484	1
classI_A_clade	HLA-A	485	1
classI_A_clade	HLA-A	486	1
classI_A_clade	HLA-A	487	1
classI_A_clade	HLA-A	488	1
classI_A_clade	HLA-A	489	1
classI_A_clade	HLA-A	490	1
classI_A_clade	HLA-A	491	1
classI_A_clade	HLA-A	492	1
classI_A_clade	HLA-A	493	1
classI_A_clade	HLA-A	494	1
classI_A_clade	HLA-A	495	1
classI_A_clade	HLA-A	496	1
classI_A_clade	HLA-A	497	1
classI_A_clade	HLA-A	498	1
classI_A_clade	HLA-A	499	1
classI_A_clade	HLA-A	500	1
classI_A_clade	HLA-A	501	1
classI_A_clade	HLA-A	502	1
classI_A_clade	HLA-A	503	1
classI_A_clade	HLA-A	504	1
classI_A_clade	HLA-A	505	1
classI_A_clade	HLA-A	506	1
classI_A_clade	HLA-A	507	1
classI_A_clade	HLA-A	508	1
classI_A_clade	HLA-A	509	1
classI_A_clade	HLA-A	510	1
classI_A_clade	HLA-A	511	1
classI_A_clade	HLA-A	512	1
classI_A_clade	HLA-A	513	1
classI_A_clade	HLA-A	514	1
classI_A_clade	HLA-A	515	1
classI_A_clade	HLA-A	516	1
classI_A_clade	HLA-A	517	1
classI_A_clade	HLA-A	518	1
classI_A_clade	HLA-A	519	1
classI_A_clade	HLA-A	520	1
classI_A_clade	HLA-A	521	1
classI_A_clade	HLA-A	522	1
classI_A_clade	HLA-A	523	1
classI_A_clade	HLA-A	524	1
classI_A_clade	HLA-A	525	1
classI_A_clade	HLA-A	526	1
classI_A_clade	HLA-A	527	1
classI_A_clade	HLA-A	528	1
classI_A_clade	HLA-A	529	1
classI_A_clade	HLA-A	530	1
classI_A_clade	HLA-A	531	1
classI_A_clade	HLA-A	532	1
classI_A_clade	HLA-A	533	1
classI_A_clade	HLA-A	534	1
classI_A_clade	HLA-A	535	1
classI_A_clade	HLA-A	536	1
classI_A_clade	HLA-A	537	1
classI_A_clade	HLA-A	538	1
classI_A_clade	HLA-A	539	1
classI_A_clade	HLA-A	540	1
classI_A_clade	HLA-A	541	1
classI_A_clade	HLA-A	542	1
classI_A_clade	HLA-A	543	1
classI_A_clade	HLA-A	544	1
classI_A_clade	HLA-A	545	1
classI_A_clade	HLA-A	546	1
classI_A_clade	HLA-A	547	1
classI_A_clade	HLA-A	548	1
classI_A_clade	HLA-A	549	1
classI_A_clade	HLA-A	550	1
classI_A_clade	HLA-A	551	1
classI_A_clade	HLA-A	552	1
classI_A_clade	HLA-A	553	1
classI_A_clade	HLA-A	554	1
classI_A_clade	HLA-A	555	1
classI_A_clade	HLA-A	556	1
classI_A_clade	HLA-A	557	1
classI_A_clade	HLA-A	558	1
classI_A_clade	HLA-A	559	1
classI_A_clade	HLA-A	560	1
classI_A_clade	HLA-A	561	1
classI_A_clade	HLA-A	562	1
classI_A_clade	HLA-A	563	1
classI_A_clade	HLA-A	564	1
classI_A_clade	HLA-A	565	1
classI_A_clade	HLA-A	566	1
classI_A_clade	HLA-A	567	1
classI_A_clade	HLA-A	568	1
classI_A_clade	HLA-A	569	1
classI_A_clade	HLA-A	570	1
classI_A_clade	HLA-A	571	1
classI_A_clade	HLA-A	572	1
classI_A_clade	HLA-A	573	1
classI_A_clade	HLA-A	574	1
classI_A_clade	HLA-A	575	1
classI_A_clade	HLA-A	576	1
classI_A_clade	HLA-A	577	1
classI_A_clade	HLA-A	578	1
classI_A_clade	HLA-A	579	1
classI_A_clade	HLA-A	580	1
classI_A_clade	HLA-A	581	1
classI_A_clade	HLA-A	582	1
classI_A_clade	HLA-A	583	1
classI_A_clade	HLA-A	584	1
classI_A_clade	HLA-A	585	1
classI_A_clade	HLA-A	586	1
classI_A_clade	HLA-A	587	1
classI_A_clade	HLA-A	588	1
classI_A_clade	HLA-A	589	1
classI_A_clade	HLA-A	590	1
classI_A_clade	HLA-A	591	1
classI_A_clade	HLA-A	592	1
classI_A_clade	HLA-A	593	1
classI_A_clade	HLA-A	594	1
classI_A_clade	HLA-A	595	1
classI_A_clade	HLA-A	596	1
classI_A_clade	HLA-A	597	1
classI_A_clade	HLA-A	598	1
classI_A_clade	HLA-A	599	1
classI_A_clade	HLA-A	600	1
classI_A_clade	HLA-A	601	1
classI_A_clade	HLA-A	602	1
classI_A_clade	HLA-A	603	1
classI_A_clade	HLA-A	604	1
classI_A_clade	HLA-A	605	1
classI_A_clade	HLA-A	606	1
classI_A_clade	HLA-A	607	1
classI_A_clade	HLA-A	608	1
classI_A_clade	HLA-A	609	1
classI_A_clade	HLA-A	610	1
classI_A_clade	HLA-A	611	1
classI_A_clade	HLA-A	612	1
classI_A_clade	HLA-A	613	1
classI_A_clade	HLA-A	614	1
classI_A_clade	HLA-A	615	1
classI_A_clade	HLA-A	616	1
classI_A_clade	HLA-A	617	1
classI_A_clade	HLA-A	618	1
classI_A_clade	HLA-A	619	1
classI_A_clade	HLA-A	620	1
classI_A_clade	HLA-A	621	1
classI_A_clade	HLA-A	622	1
classI_A_clade	HLA-A	623	1
classI_A_clade	HLA-A	624	1
classI_A_clade	HLA-A	625	1
classI_A_clade	HLA-A	626	1
classI_A_clade	HLA-A	627	1
classI_A_clade	HLA-A	628	1
classI_A_clade	HLA-A	629	1
classI_A_clade	HLA-A	630	1
classI_A_clade	HLA-A	631	1
classI_A_clade	HLA-A	632	1
classI_A_clade	HLA-A	633	1
classI_A_clade	HLA-A	634	1
classI_A_clade	HLA-A	635	1
classI_A_clade	HLA-A	636	1
classI_A_clade	HLA-A	637	1
classI_A_clade	HLA-A	638	1
classI_A_clade	HLA-A	639	1
classI_A_clade	HLA-A	640	1
classI_A_clade	HLA-A	641	1
classI_A_clade	HLA-A	642	1
classI_A_clade	HLA-A	643	1
classI_A_clade	HLA-A	644	1
classI_A_clade	HLA-A	645	1
classI_A_clade	HLA-A	646	1
classI_A_clade	HLA-A	647	1
classI_A_clade	HLA-A	648	1
classI_A_clade	HLA-A	649	1
classI_A_clade	HLA-A	650	1
classI_A_clade	HLA-A	651	1
classI_A_clade	HLA-A	652	1
classI_A_clade	HLA-A	653	1
classI_A_clade	HLA-A	654	1
classI_A_clade	HLA-A	655	1
classI_A_clade	HLA-A	656	1
classI_A_clade	HLA-A	657	1
classI_A_clade	HLA-A	658	1
classI_A_clade	HLA-A	659	1
classI_A_clade	HLA-A	660	1
classI_A_clade	HLA-A	661	1
classI_A_clade	HLA-A	662	1
classI_A_clade	HLA-A	663	1
classI_A_clade	HLA-A	664	1
classI_A_clade	HLA-A	665	1
classI_A_clade	HLA-A	666	1
classI_A_clade	HLA-A	667	1
classI_A_clade	HLA-A	668	1
classI_A_clade	HLA-A	669	1
classI_A_clade	HLA-A	670	1
classI_A_clade	HLA-A	671	1
classI_A_clade	HLA-A	672	1
classI_A_clade	HLA-A	673	1
classI_A_clade	HLA-A	674	1
classI_A_clade	HLA-A	675	1
classI_A_clade	HLA-A	676	1
classI_A_clade	HLA-A	677	1
classI_A_clade	HLA-A	678	1
classI_A_clade	HLA-A	679	1
classI_A_clade	HLA-A	680	1
classI_A_clade	HLA-A	681	1
classI_A_clade	HLA-A	682	1
classI_A_clade	HLA-A	683	1
classI_A_clade	HLA-A	684	1
classI_A_clade	HLA-A	685	1
classI_A_clade	HLA-A	686	1
classI_A_clade	HLA-A	687	1
classI_A_clade	HLA-A	688	1
classI_A_clade	HLA-A	689	1
classI_A_clade	HLA-A	690	1
classI_A_clade	HLA-A	691	1
classI_A_clade	HLA-A	692	1
classI_A_clade	HLA-A	693	1
classI_A_clade	HLA-A	694	1
classI_A_clade	HLA-A	695	1
classI_A_clade	HLA-A	696	1
classI_A_clade	HLA-A	697	1
classI_A_clade	HLA-A	698	1
classI_A_clade	HLA-A	699	1
classI_A_clade	HLA-A	700	1
classI_A_clade	HLA-A	701	1
classI_A_clade	HLA-A	702	1
classI_A_clade	HLA-A	703	1
classI_A_clade	HLA-A	704	1
classI_A_clade	HLA-A	705	1
classI_A_clade	HLA-A	706	1
classI_A_clade	HLA-A	707	1
classI_A_clade	HLA-A	708	1
classI_A_clade	HLA-A	709	1
classI_A_clade	HLA-A	710	1
classI_A_clade	HLA-A	711	1
classI_A_clade	HLA-A	712	1
classI_A_clade	HLA-A	713	1
classI_A_clade	HLA-A	714	1
classI_A_clade	HLA-A	715	1
classI_A_clade	HLA-A	716	1
classI_A_clade	HLA-A	717	1
classI_A_clade	HLA-A	718	1
classI_A_clade	HLA-A	719	1
classI_A_clade	HLA-A	720	1
classI_A_clade	HLA-A	721	1
classI_A_clade	HLA-A	722	1
classI_A_clade	HLA-A	723	1
classI_A_clade	HLA-A	724	1
classI_A_clade	HLA-A	725	1
classI_A_clade	HLA-A	726	1
classI_A_clade	HLA-A	727	1
classI_A_clade	HLA-A	728	1
classI_A_clade	HLA-A	729	1
classI_A_clade	HLA-A	730	1
classI_A_clade	HLA-A	731	1
classI_A_clade	HLA-A	732	1
classI_A_clade	HLA-A	733	1
classI_A_clade	HLA-A	734	1
classI_A_clade	HLA-A	735	1
classI_A_clade	HLA-A	736	1
classI_A_clade	HLA-A	737	1
classI_A_clade	HLA-A	738	1
classI_A_clade	HLA-A	739	1
classI_A_clade	HLA-A	740	1
classI_A_clade	HLA-A	741	1
classI_A_clade	HLA-A	742	1
classI_A_clade	HLA-A	743	1
classI_A_clade	HLA-A	744	1
classI_A_clade	HLA-A	745	1
classI_A_clade	HLA-A	746	1
classI_A_clade	HLA-A	747	1
classI_A_clade	HLA-A	748	1
classI_A_clade	HLA-A	749	1
classI_A_clade	HLA-A	750	1
classI_A_clade	HLA-A	751	1
classI_A_clade	HLA-A	752	1
classI_A_clade	HLA-A	753	1
classI_A_clade	HLA-A	754	1
classI_A_clade	HLA-A	755	1
classI_A_clade	HLA-A	756	1
classI_A_clade	HLA-A	757	1
classI_A_clade	HLA-A	758	1
classI_A_clade	HLA-A	759	1
classI_A_clade	HLA-A	760	1
classI_A_clade	HLA-A	761	1
classI_A_clade	HLA-A	762	1
classI_A_clade	HLA-A	763	1
classI_A_clade	HLA-A	764	1
classI_A_clade	HLA-A	765	1
classI_A_clade	HLA-A	766	1
classI_A_clade	HLA-A	767	1
classI_A_clade	HLA-A	768	1
classI_A_clade	HLA-A	769	1
classI_A_clade	HLA-A	770	1
classI_A_clade	HLA-A	771	1
classI_A_clade	HLA-A	772	1
classI_A_clade	HLA-A	773	1
classI_A_clade	HLA-A	774	1
